action_type,combined_shot_type,game_event_id,game_id,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,team_id,team_name,game_date,matchup,opponent,shot_id
Running Jump Shot,Jump Shot,281,40300404,33.9863,105,58,-118.1648,7,3,1,2003-04,44,11,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2004-06-13,LAL @ DET,DET,27733
Running Jump Shot,Jump Shot,287,40300404,33.7943,-48,250,-118.3178,7,3,1,2003-04,4,25,,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-06-13,LAL @ DET,DET,27734
Jump Shot,Jump Shot,371,40300404,34.0453,-232,-1,-118.5018,9,4,1,2003-04,32,23,,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612747,Los Angeles Lakers,2004-06-13,LAL @ DET,DET,27739
Layup Shot,Layup,41,40300405,34.0443,0,0,-118.2698,6,1,1,2003-04,14,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-06-15,LAL @ DET,DET,27746
Dunk Shot,Dunk,122,40300405,34.0443,0,0,-118.2698,8,2,1,2003-04,58,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-06-15,LAL @ DET,DET,27751
Jump Shot,Jump Shot,215,40300405,33.8763,103,168,-118.1668,0,2,1,2003-04,45,19,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-06-15,LAL @ DET,DET,27755
Turnaround Jump Shot,Jump Shot,376,40500151,33.9503,-148,94,-118.4178,8,4,1,2005-06,25,17,,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2006-04-23,LAL @ PHX,PHX,27777
Jump Shot,Jump Shot,464,40500151,33.8663,-189,178,-118.4588,0,4,1,2005-06,17,25,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2006-04-23,LAL @ PHX,PHX,27783
Jump Shot,Jump Shot,268,40500152,33.9393,-148,105,-118.4178,5,3,1,2005-06,33,18,,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2006-04-26,LAL @ PHX,PHX,27795
Jump Shot,Jump Shot,357,40500152,33.9033,133,141,-118.1368,7,4,1,2005-06,23,19,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2006-04-26,LAL @ PHX,PHX,27805
Jump Shot,Jump Shot,46,40500153,33.9853,10,59,-118.2598,7,1,1,2005-06,52,5,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2006-04-28,LAL vs. PHX,PHX,27811
Jump Shot,Jump Shot,181,40500153,34.0293,71,15,-118.1988,6,2,1,2005-06,17,7,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2006-04-28,LAL vs. PHX,PHX,27815
Jump Shot,Jump Shot,423,40500153,33.9493,-179,95,-118.4488,6,4,1,2005-06,36,20,,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2006-04-28,LAL vs. PHX,PHX,27823
Jump Shot,Jump Shot,367,40500155,33.8983,-95,146,-118.3648,9,4,1,2005-06,35,17,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2006-05-02,LAL @ PHX,PHX,27856
Jump Shot,Jump Shot,278,40500156,33.8993,87,145,-118.1828,7,3,1,2005-06,21,16,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2006-05-04,LAL vs. PHX,PHX,27873
Jump Shot,Jump Shot,418,40500156,33.8423,-56,202,-118.3258,2,4,1,2005-06,24,20,,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2006-05-04,LAL vs. PHX,PHX,27883
Driving Layup Shot,Layup,438,40500156,34.0443,0,0,-118.2698,0,4,1,2005-06,29,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2006-05-04,LAL vs. PHX,PHX,27885
Driving Finger Roll Shot,Layup,454,40500156,34.0443,0,0,-118.2698,4,5,1,2005-06,43,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2006-05-04,LAL vs. PHX,PHX,27887
Jump Shot,Jump Shot,108,40500157,33.8733,-177,171,-118.4468,9,2,1,2005-06,23,24,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2006-05-06,LAL @ PHX,PHX,27899
Jump Shot,Jump Shot,184,40600151,33.9273,164,117,-118.1058,4,2,1,2006-07,34,20,,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2007-04-22,LAL @ PHX,PHX,27921
Jump Shot,Jump Shot,211,40600151,33.8683,187,176,-118.0828,1,2,1,2006-07,57,25,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2007-04-22,LAL @ PHX,PHX,27924
Jump Shot,Jump Shot,238,40600151,33.8883,-197,156,-118.4668,9,3,1,2006-07,47,25,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2007-04-22,LAL @ PHX,PHX,27927
Jump Shot,Jump Shot,281,40600151,33.9343,141,110,-118.1288,3,3,1,2006-07,47,17,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2007-04-22,LAL @ PHX,PHX,27929
Jump Shot,Jump Shot,311,40600151,33.8423,158,202,-118.1118,0,3,1,2006-07,29,25,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2007-04-22,LAL @ PHX,PHX,27932
Layup Shot,Layup,17,40600152,34.0443,0,0,-118.2698,9,1,1,2006-07,57,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2007-04-24,LAL @ PHX,PHX,27943
Layup Shot,Layup,38,40600152,34.0443,0,0,-118.2698,7,1,1,2006-07,25,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2007-04-24,LAL @ PHX,PHX,27945
Jump Shot,Jump Shot,256,40600152,33.8663,186,178,-118.0838,9,3,1,2006-07,49,25,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2007-04-24,LAL @ PHX,PHX,27952
Running Jump Shot,Jump Shot,26,40600153,33.9753,-2,69,-118.2718,8,1,1,2006-07,25,6,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2007-04-26,LAL vs. PHX,PHX,27957
Jump Shot,Jump Shot,100,40600153,33.8583,89,186,-118.1808,0,1,1,2006-07,51,20,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2007-04-26,LAL vs. PHX,PHX,27960
Jump Shot,Jump Shot,275,40600153,33.8763,-52,168,-118.3218,6,3,1,2006-07,9,17,,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2007-04-26,LAL vs. PHX,PHX,27966
Driving Layup Shot,Layup,287,40600153,34.0443,0,0,-118.2698,5,3,1,2006-07,21,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2007-04-26,LAL vs. PHX,PHX,27968
Driving Layup Shot,Layup,408,40600153,34.0443,0,0,-118.2698,3,4,1,2006-07,29,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2007-04-26,LAL vs. PHX,PHX,27980
Jump Shot,Jump Shot,48,40600154,34.0093,126,35,-118.1438,6,1,1,2006-07,11,13,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2007-04-29,LAL vs. PHX,PHX,27984
Jump Shot,Jump Shot,164,40600154,33.9223,112,122,-118.1578,8,2,1,2006-07,6,16,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2007-04-29,LAL vs. PHX,PHX,27994
Layup Shot,Layup,214,40600154,34.0443,0,0,-118.2698,3,2,1,2006-07,23,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2007-04-29,LAL vs. PHX,PHX,27995
Driving Layup Shot,Layup,382,40600154,34.0443,0,0,-118.2698,0,3,1,2006-07,43,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2007-04-29,LAL vs. PHX,PHX,28002
Reverse Layup Shot,Layup,407,40600154,34.0443,0,0,-118.2698,9,4,1,2006-07,57,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2007-04-29,LAL vs. PHX,PHX,28004
Jump Shot,Jump Shot,495,40600154,33.9703,43,74,-118.2268,1,4,1,2006-07,49,8,,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2007-04-29,LAL vs. PHX,PHX,28006
Jump Bank Shot,Jump Shot,381,40600155,34.0093,-84,35,-118.3538,1,3,1,2006-07,59,9,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2007-05-02,LAL @ PHX,PHX,28028
Driving Reverse Layup Shot,Layup,16,40700141,34.0443,0,0,-118.2698,10,1,1,2007-08,12,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2008-04-20,LAL vs. DEN,DEN,28042
Layup Shot,Layup,31,40700141,34.0443,0,0,-118.2698,8,1,1,2007-08,45,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2008-04-20,LAL vs. DEN,DEN,28043
Fadeaway Jump Shot,Jump Shot,361,40700141,33.9143,-138,130,-118.4078,5,3,1,2007-08,18,18,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2008-04-20,LAL vs. DEN,DEN,28055
Layup Shot,Layup,468,40700141,34.0443,0,0,-118.2698,7,4,1,2007-08,16,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2008-04-20,LAL vs. DEN,DEN,28061
Turnaround Jump Shot,Jump Shot,525,40700141,33.9113,-133,133,-118.4028,4,4,1,2007-08,3,18,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2008-04-20,LAL vs. DEN,DEN,28063
Jump Shot,Jump Shot,180,40700142,33.8043,87,240,-118.1828,5,2,1,2007-08,56,25,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2008-04-23,LAL vs. DEN,DEN,28077
Driving Reverse Layup Shot,Layup,466,40700142,34.0443,0,0,-118.2698,3,4,1,2007-08,43,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2008-04-23,LAL vs. DEN,DEN,28090
Jump Shot,Jump Shot,40,40700143,33.8763,186,168,-118.0838,8,1,1,2007-08,17,25,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2008-04-26,LAL @ DEN,DEN,28093
Jump Shot,Jump Shot,75,40700143,33.7813,5,263,-118.2648,3,1,1,2007-08,59,26,,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2008-04-26,LAL @ DEN,DEN,28095
Running Jump Shot,Jump Shot,94,40700143,33.9373,6,107,-118.2638,2,1,1,2007-08,22,10,,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2008-04-26,LAL @ DEN,DEN,28096
Dunk Shot,Dunk,196,40700143,34.0443,0,0,-118.2698,4,2,1,2007-08,56,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2008-04-26,LAL @ DEN,DEN,28098
Jump Shot,Jump Shot,204,40700143,33.9813,8,63,-118.2618,3,2,1,2007-08,48,6,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2008-04-26,LAL @ DEN,DEN,28099
Jump Shot,Jump Shot,478,40700143,33.8503,158,194,-118.1118,2,4,1,2007-08,31,25,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2008-04-26,LAL @ DEN,DEN,28111
Jump Shot,Jump Shot,85,40700144,33.8533,172,191,-118.0978,3,1,1,2007-08,34,25,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2008-04-28,LAL @ DEN,DEN,28115
Jump Shot,Jump Shot,260,40700144,33.9013,-210,143,-118.4798,11,3,1,2007-08,27,25,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2008-04-28,LAL @ DEN,DEN,28123
Jump Shot,Jump Shot,301,40700144,33.9033,143,141,-118.1268,7,3,1,2007-08,14,20,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2008-04-28,LAL @ DEN,DEN,28125
Driving Layup Shot,Layup,308,40700144,34.0443,0,0,-118.2698,6,3,1,2007-08,19,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2008-04-28,LAL @ DEN,DEN,28126
Driving Layup Shot,Layup,429,40700144,34.0443,0,0,-118.2698,6,4,1,2007-08,48,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2008-04-28,LAL @ DEN,DEN,28129
Jump Shot,Jump Shot,455,40700144,33.9573,236,87,-118.0338,4,4,1,2007-08,35,25,,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612747,Los Angeles Lakers,2008-04-28,LAL @ DEN,DEN,28131
Jump Shot,Jump Shot,70,40700221,34.0043,227,40,-118.0428,4,1,1,2007-08,13,23,,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612747,Los Angeles Lakers,2008-05-04,LAL vs. UTA,UTA,28139
Jump Shot,Jump Shot,423,40700221,33.9273,51,117,-118.2188,8,4,1,2007-08,33,12,,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2008-05-04,LAL vs. UTA,UTA,28146
Pullup Jump shot,Jump Shot,17,40700222,33.9913,115,53,-118.1548,9,1,1,2007-08,15,12,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2008-05-07,LAL vs. UTA,UTA,28153
Jump Shot,Jump Shot,58,40700222,33.8603,-174,184,-118.4438,4,1,1,2007-08,39,25,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2008-05-07,LAL vs. UTA,UTA,28155
Turnaround Jump Shot,Jump Shot,283,40700222,34.0223,-56,22,-118.3258,8,3,1,2007-08,46,6,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2008-05-07,LAL vs. UTA,UTA,28160
Jump Shot,Jump Shot,406,40700222,33.9093,90,135,-118.1798,7,4,1,2007-08,1,16,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2008-05-07,LAL vs. UTA,UTA,28166
Floating Jump shot,Jump Shot,448,40700222,33.9963,-2,48,-118.2718,3,4,1,2007-08,52,4,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2008-05-07,LAL vs. UTA,UTA,28167
Running Jump Shot,Jump Shot,244,40700223,33.9883,-44,56,-118.3138,8,3,1,2007-08,46,7,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2008-05-09,LAL @ UTA,UTA,28176
Jump Shot,Jump Shot,403,40700223,33.9033,5,141,-118.2648,5,4,1,2007-08,2,14,,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2008-05-09,LAL @ UTA,UTA,28185
Driving Layup Shot,Layup,420,40700223,34.0443,0,0,-118.2698,3,4,1,2007-08,41,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2008-05-09,LAL @ UTA,UTA,28187
Driving Layup Shot,Layup,68,40700224,34.0443,0,0,-118.2698,5,1,1,2007-08,19,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2008-05-11,LAL @ UTA,UTA,28195
Jump Shot,Jump Shot,250,40700224,33.8863,-90,158,-118.3598,0,2,1,2007-08,1,18,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2008-05-11,LAL @ UTA,UTA,28203
Jump Shot,Jump Shot,293,40700224,33.8733,-100,171,-118.3698,5,3,1,2007-08,31,19,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2008-05-11,LAL @ UTA,UTA,28206
Jump Shot,Jump Shot,320,40700224,33.9963,21,48,-118.2488,1,3,1,2007-08,21,5,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2008-05-11,LAL @ UTA,UTA,28209
Jump Shot,Jump Shot,373,40700224,33.8503,161,194,-118.1088,8,4,1,2007-08,0,25,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2008-05-11,LAL @ UTA,UTA,28210
Jump Shot,Jump Shot,410,40700224,33.8253,118,219,-118.1518,4,4,1,2007-08,37,24,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2008-05-11,LAL @ UTA,UTA,28211
Jump Shot,Jump Shot,465,40700224,33.8423,-74,202,-118.3438,4,5,1,2007-08,31,21,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2008-05-11,LAL @ UTA,UTA,28216
Jump Shot,Jump Shot,28,40700226,33.9523,172,92,-118.0978,8,1,1,2007-08,34,19,,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2008-05-16,LAL @ UTA,UTA,28234
Driving Layup Shot,Layup,52,40700226,34.0443,0,0,-118.2698,6,1,1,2007-08,15,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2008-05-16,LAL @ UTA,UTA,28235
Jump Shot,Jump Shot,423,40700226,33.8433,153,201,-118.1168,4,4,1,2007-08,54,25,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2008-05-16,LAL @ UTA,UTA,28248
Jump Shot,Jump Shot,223,40700311,33.9013,-103,143,-118.3728,10,3,1,2007-08,59,17,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2008-05-21,LAL vs. SAS,SAS,28255
Jump Shot,Jump Shot,344,40700311,33.8583,-59,186,-118.3288,10,4,1,2007-08,0,19,,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2008-05-21,LAL vs. SAS,SAS,28266
Jump Shot,Jump Shot,89,40700312,33.8193,-136,225,-118.4058,1,1,1,2007-08,39,26,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2008-05-23,LAL vs. SAS,SAS,28277
Jump Shot,Jump Shot,256,40700312,33.9303,-169,114,-118.4388,10,3,1,2007-08,5,20,,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2008-05-23,LAL vs. SAS,SAS,28286
Jump Shot,Jump Shot,337,40700312,34.0163,-232,28,-118.5018,1,3,1,2007-08,35,23,,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612747,Los Angeles Lakers,2008-05-23,LAL vs. SAS,SAS,28288
Turnaround Jump Shot,Jump Shot,381,40700312,34.0443,-140,0,-118.4098,8,4,1,2007-08,9,14,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2008-05-23,LAL vs. SAS,SAS,28289
Jump Shot,Jump Shot,19,40700313,34.0163,158,28,-118.1118,10,1,1,2007-08,10,16,,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2008-05-25,LAL @ SAS,SAS,28290
Jump Shot,Jump Shot,92,40700313,33.9353,217,109,-118.0528,1,1,1,2007-08,38,24,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2008-05-25,LAL @ SAS,SAS,28296
Driving Layup Shot,Layup,210,40700313,34.0393,-3,5,-118.2728,0,2,1,2007-08,51,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2008-05-25,LAL @ SAS,SAS,28300
Jump Shot,Jump Shot,363,40700313,34.0213,-62,23,-118.3318,7,4,1,2007-08,59,6,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2008-05-25,LAL @ SAS,SAS,28306
Jump Shot,Jump Shot,368,40700313,33.8193,97,225,-118.1728,7,4,1,2007-08,24,24,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2008-05-25,LAL @ SAS,SAS,28307
Jump Shot,Jump Shot,377,40700313,33.8073,67,237,-118.2028,6,4,1,2007-08,12,24,,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2008-05-25,LAL @ SAS,SAS,28309
Jump Shot,Jump Shot,276,40700314,33.8983,5,146,-118.2648,7,3,1,2007-08,7,14,,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2008-05-27,LAL @ SAS,SAS,28327
Jump Shot,Jump Shot,387,40700314,33.9093,105,135,-118.1648,7,4,1,2007-08,4,17,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2008-05-27,LAL @ SAS,SAS,28336
Jump Shot,Jump Shot,37,40700315,33.7863,-10,258,-118.2798,7,1,1,2007-08,1,25,,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2008-05-29,LAL vs. SAS,SAS,28345
Jump Shot,Jump Shot,279,40700315,33.9223,77,122,-118.1928,6,3,1,2007-08,41,14,,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2008-05-29,LAL vs. SAS,SAS,28355
Jump Shot,Jump Shot,345,40700315,33.8383,-182,206,-118.4518,11,4,1,2007-08,45,27,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2008-05-29,LAL vs. SAS,SAS,28361
Jump Shot,Jump Shot,348,40700315,33.8383,-138,206,-118.4078,10,4,1,2007-08,57,24,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2008-05-29,LAL vs. SAS,SAS,28362
Jump Shot,Jump Shot,45,40700401,34.0213,143,23,-118.1268,6,1,1,2007-08,20,14,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2008-06-05,LAL @ BOS,BOS,28374
Pullup Jump shot,Jump Shot,154,40700401,34.0263,113,18,-118.1568,7,2,1,2007-08,13,11,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2008-06-05,LAL @ BOS,BOS,28380
Layup Shot,Layup,210,40700401,34.0443,-10,0,-118.2798,1,2,1,2007-08,8,1,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2008-06-05,LAL @ BOS,BOS,28381
Jump Shot,Jump Shot,353,40700401,33.9683,100,76,-118.1698,10,4,1,2007-08,38,12,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2008-06-05,LAL @ BOS,BOS,28393
Jump Shot,Jump Shot,394,40700401,34.0223,186,22,-118.0838,5,4,1,2007-08,45,18,,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2008-06-05,LAL @ BOS,BOS,28394
Jump Shot,Jump Shot,165,40700402,33.8863,31,158,-118.2388,5,2,1,2007-08,58,16,,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2008-06-08,LAL @ BOS,BOS,28405
Jump Shot,Jump Shot,309,40700402,33.8423,-145,202,-118.4148,2,3,1,2007-08,14,24,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2008-06-08,LAL @ BOS,BOS,28413
Driving Layup Shot,Layup,89,40700403,34.0443,0,0,-118.2698,3,1,1,2007-08,9,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2008-06-10,LAL vs. BOS,BOS,28426
Pullup Jump shot,Jump Shot,145,40700403,33.9393,90,105,-118.1798,11,2,1,2007-08,15,13,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2008-06-10,LAL vs. BOS,BOS,28428
Driving Layup Shot,Layup,181,40700403,34.0443,0,0,-118.2698,7,2,1,2007-08,6,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2008-06-10,LAL vs. BOS,BOS,28429
Jump Shot,Jump Shot,57,40700404,33.8553,113,189,-118.1568,6,1,1,2007-08,7,22,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2008-06-12,LAL vs. BOS,BOS,28442
Jump Shot,Jump Shot,270,40700404,33.9553,128,89,-118.1418,10,3,1,2007-08,58,15,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2008-06-12,LAL vs. BOS,BOS,28445
Slam Dunk Shot,Dunk,424,40700404,34.0443,0,0,-118.2698,5,4,1,2007-08,48,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2008-06-12,LAL vs. BOS,BOS,28457
Driving Layup Shot,Layup,461,40700404,34.0113,-2,33,-118.2718,1,4,1,2007-08,30,3,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2008-06-12,LAL vs. BOS,BOS,28459
Jump Shot,Jump Shot,17,40700405,33.9043,148,140,-118.1218,9,1,1,2007-08,35,20,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2008-06-15,LAL vs. BOS,BOS,28462
Jump Shot,Jump Shot,499,40700405,33.9503,-103,94,-118.3728,1,4,1,2007-08,39,13,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2008-06-15,LAL vs. BOS,BOS,28478
