,author,text
1297, Mary Darby Robinson   ,"Yet shalt thou more than mortal raptures claim,"
1298, Mary Darby Robinson   ,The brightest planet of th' ETERNAL SPHERE!
1299, Christina Rossetti    ,1
1300, Christina Rossetti    ,
1301, Christina Rossetti    ,Lo dм che han detto a' dolci amici addio. - Dante
1302, Christina Rossetti    ,"Amor, con quanto sforzo oggi mi vinci! - Petrarca"
1303, Christina Rossetti    ,
1304, Christina Rossetti    ,"Come back to me, who wait and watch for you:--"
1305, Christina Rossetti    ,"Or come not yet, for it is over then,"
1306, Christina Rossetti    ,"And long it is before you come again,"
1307, Christina Rossetti    ,So far between my pleasures are and few.
1308, Christina Rossetti    ,"While, when you come not, what I do I do"
1309, Christina Rossetti    ,"Thinking ""Now when he comes,"" my sweetest when:"""
1310, Christina Rossetti    ,For one man is my world of all the men
1311, Christina Rossetti    ,"This wide world holds; O love, my world is you."
1312, Christina Rossetti    ,"Howbeit, to meet you grows almost a pang"
1313, Christina Rossetti    ,Because the pang of parting comes so soon;
1314, Christina Rossetti    ,"My hope hangs waning, waxing, like a moon"
1315, Christina Rossetti    ,Between the heavenly days on which we meet:
1316, Christina Rossetti    ,"Ah me, but where are now the songs I sang"
1317, Christina Rossetti    ,When life was sweet because you call'd them sweet? 
1318, Christina Rossetti    ,
1319, Christina Rossetti    ,2 
1320, Christina Rossetti    ,
1321, Christina Rossetti    ,Era giа 1'ora che volge il desio. - Dante
1322, Christina Rossetti    ,Ricorro al tempo ch' io vi vidi prima. - Petrarca
1323, Christina Rossetti    ,
1324, Christina Rossetti    ,"I wish I could remember that first day,"
1325, Christina Rossetti    ,"First hour, first moment of your meeting me,"
1326, Christina Rossetti    ,"If bright or dim the season, it might be"
1327, Christina Rossetti    ,Summer or winter for aught I can say;
1328, Christina Rossetti    ,"So unrecorded did it slip away,"
1329, Christina Rossetti    ,"So blind was I to see and to foresee,"
1330, Christina Rossetti    ,So dull to mark the budding of my tree
1331, Christina Rossetti    ,That would not blossom yet for many a May.
1332, Christina Rossetti    ,"If only I could recollect it, such"
1333, Christina Rossetti    ,A day of days! I let it come and go
1334, Christina Rossetti    ,As traceless as a thaw of bygone snow;
1335, Christina Rossetti    ,"It seem'd to mean so little, meant so much;"
1336, Christina Rossetti    ,"If only now I could recall that touch,"
1337, Christina Rossetti    ,First touch of hand in hand--Did one but know! 
1338, Christina Rossetti    ,
1339, Christina Rossetti    ,
1340, Christina Rossetti    ,3 
1341, Christina Rossetti    ,
1342, Christina Rossetti    ,"O ombre vane, fuor che ne l'aspetto! - Dante"
1343, Christina Rossetti    ,Immaginata guida la conduce. - Petrarca
1344, Christina Rossetti    ,
1345, Christina Rossetti    ,I dream of you to wake: would that I might
1346, Christina Rossetti    ,Dream of you and not wake but slumber on;
1347, Christina Rossetti    ,"Nor find with dreams the dear companion gone,"
1348, Christina Rossetti    ,As summer ended summer birds take flight.
1349, Christina Rossetti    ,"In happy dreams I hold you full in sight,"
1350, Christina Rossetti    ,I blush again who waking look so wan;
1351, Christina Rossetti    ,"Brighter than sunniest day that ever shone,"
1352, Christina Rossetti    ,In happy dreams your smile makes day of night.
1353, Christina Rossetti    ,"Thus only in a dream we are at one,"
1354, Christina Rossetti    ,Thus only in a dream we give and take
1355, Christina Rossetti    ,The faith that maketh rich who take or give;
1356, Christina Rossetti    ,"If thus to sleep is sweeter than to wake,"
1357, Christina Rossetti    ,"To die were surely sweeter than to live,"
1358, Christina Rossetti    ,Though there be nothing new beneath the sun. 
1359, Christina Rossetti    ,
1360, Christina Rossetti    ,
1361, Christina Rossetti    ,4 
1362, Christina Rossetti    ,
1363, Christina Rossetti    ,Poca favilla gran fliamma seconda. - Dante
1364, Christina Rossetti    ,"Ogni altra cosa, ogni pensier va fore,"
1365, Christina Rossetti    ,E sol ivi con voi rimansi amore. - Petrarca
1366, Christina Rossetti    ,
1367, Christina Rossetti    ,I lov'd you first: but afterwards your love
1368, Christina Rossetti    ,"Outsoaring mine, sang such a loftier song"
1369, Christina Rossetti    ,As drown'd the friendly cooings of my dove.
1370, Christina Rossetti    ,"Which owes the other most? my love was long,"
1371, Christina Rossetti    ,And yours one moment seem'd to wax more strong;
1372, Christina Rossetti    ,"I lov'd and guess'd at you, you construed me--"
1373, Christina Rossetti    ,And lov'd me for what might or might not be
1374, Christina Rossetti    ,"Nay, weights and measures do us both a wrong."
1375, Christina Rossetti    ,"For verily love knows not ""mine"" or ""thine;"""
1376, Christina Rossetti    ,"With separate ""I"" and ""thou"" free love has done,"
1377, Christina Rossetti    ,For one is both and both are one in love:
1378, Christina Rossetti    ,"Rich love knows nought of ""thine that is not mine;"""
1379, Christina Rossetti    ,"Both have the strength and both the length thereof,"
1380, Christina Rossetti    ,"Both of us, of the love which makes us one. "
1381, Christina Rossetti    ,
1382, Christina Rossetti    ,
1383, Christina Rossetti    ,5 
1384, Christina Rossetti    ,
1385, Christina Rossetti    ,Amor che a nullo amato amar perdona. - Dante
1386, Christina Rossetti    ,Amor m'addusse in sм gioiosa spene. - Petrarca
1387, Christina Rossetti    ,
1388, Christina Rossetti    ,"O my heart's heart, and you who are to me"
1389, Christina Rossetti    ,"More than myself myself, God be with you,"
1390, Christina Rossetti    ,Keep you in strong obedience leal and true
1391, Christina Rossetti    ,"To Him whose noble service setteth free,"
1392, Christina Rossetti    ,"Give you all good we see or can foresee,"
1393, Christina Rossetti    ,"Make your joys many and your sorrows few,"
1394, Christina Rossetti    ,"Bless you in what you bear and what you do,"
1395, Christina Rossetti    ,"Yea, perfect you as He would have you be."
1396, Christina Rossetti    ,"So much for you; but what for me, dear friend?"
1397, Christina Rossetti    ,To love you without stint and all I can
1398, Christina Rossetti    ,"Today, tomorrow, world without an end;"
1399, Christina Rossetti    ,"To love you much and yet to love you more,"
1400, Christina Rossetti    ,As Jordan at his flood sweeps either shore;
1401, Christina Rossetti    ,Since woman is the helpmeet made for man. 
1402, Christina Rossetti    ,
1403, Christina Rossetti    ,
1404, Christina Rossetti    ,6 
1405, Christina Rossetti    ,
1406, Christina Rossetti    ,Or puoi la quantitate
1407, Christina Rossetti    ,Comprender de l'amor che a te mi scalda. - Dante
1408, Christina Rossetti    ,Non vo' che da tal nodo mi scioglia. - Petrarca
1409, Christina Rossetti    ,
1410, Christina Rossetti    ,"Trust me, I have not earn'd your dear rebuke,"
1411, Christina Rossetti    ,"I love, as you would have me, God the most;"
1412, Christina Rossetti    ,"Would lose not Him, but you, must one be lost,"
1413, Christina Rossetti    ,Nor with Lot's wife cast back a faithless look
1414, Christina Rossetti    ,Unready to forego what I forsook;
1415, Christina Rossetti    ,"This say I, having counted up the cost,"
1416, Christina Rossetti    ,"This, though I be the feeblest of God's host,"
1417, Christina Rossetti    ,The sorriest sheep Christ shepherds with His crook.
1418, Christina Rossetti    ,"Yet while I love my God the most, I deem"
1419, Christina Rossetti    ,That I can never love you overmuch;
1420, Christina Rossetti    ,"I love Him more, so let me love you too;"
1421, Christina Rossetti    ,"Yea, as I apprehend it, love is such"
1422, Christina Rossetti    ,"I cannot love you if I love not Him,"
1423, Christina Rossetti    ,I cannot love Him if I love not you. 
1424, Christina Rossetti    ,
1425, Christina Rossetti    ,
1426, Christina Rossetti    ,7 
1427, Christina Rossetti    ,
1428, Christina Rossetti    ,Qui primavera sempre ed ogni frutto. - Dante
1429, Christina Rossetti    ,Ragionando con meco ed io con lui. - Petrarca
1430, Christina Rossetti    ,
1431, Christina Rossetti    ,"""Love me, for I love you""--and answer me,"
1432, Christina Rossetti    ,"""Love me, for I love you""--so shall we stand"
1433, Christina Rossetti    ,As happy equals in the flowering land
1434, Christina Rossetti    ,"Of love, that knows not a dividing sea."
1435, Christina Rossetti    ,"Love builds the house on rock and not on sand,"
1436, Christina Rossetti    ,Love laughs what while the winds rave desperately;
1437, Christina Rossetti    ,And who hath found love's citadel unmann'd?
1438, Christina Rossetti    ,And who hath held in bonds love's liberty?
1439, Christina Rossetti    ,My heart's a coward though my words are brave
1440, Christina Rossetti    ,"We meet so seldom, yet we surely part"
1441, Christina Rossetti    ,So often; there's a problem for your art!
1442, Christina Rossetti    ,"Still I find comfort in his Book, who saith,"
1443, Christina Rossetti    ,"Though jealousy be cruel as the grave,"
1444, Christina Rossetti    ,"And death be strong, yet love is strong as death. "
1445, Christina Rossetti    ,
1446, Christina Rossetti    ,
1447, Christina Rossetti    ,8 
1448, Christina Rossetti    ,
1449, Christina Rossetti    ,Come dicesse a Dio: D'altro non calme. - Dante
1450, Christina Rossetti    ,Spero trovar pietа non che perdono. - Petrarca
1451, Christina Rossetti    ,
1452, Christina Rossetti    ,"""I, if I perish, perish""--Esther spake:"
1453, Christina Rossetti    ,And bride of life or death she made her fair
1454, Christina Rossetti    ,In all the lustre of her perfum'd hair
1455, Christina Rossetti    ,And smiles that kindle longing but to slake.
1456, Christina Rossetti    ,"She put on pomp of loveliness, to take"
1457, Christina Rossetti    ,Her husband through his eyes at unaware;
1458, Christina Rossetti    ,"She spread abroad her beauty for a snare,"
1459, Christina Rossetti    ,Harmless as doves and subtle as a snake.
1460, Christina Rossetti    ,"She trapp'd him with one mesh of silken hair,"
1461, Christina Rossetti    ,"She vanquish'd him by wisdom of her wit,"
1462, Christina Rossetti    ,And built her people's house that it should stand:--
1463, Christina Rossetti    ,"If I might take my life so in my hand,"
1464, Christina Rossetti    ,"And for my love to Love put up my prayer,"
1465, Christina Rossetti    ,And for love's sake by Love be granted it! 
1466, Christina Rossetti    ,
1467, Christina Rossetti    ,
1468, Christina Rossetti    ,9 
1469, Christina Rossetti    ,
1470, Christina Rossetti    ,O dignitosa coscienza e netta! - Dante
1471, Christina Rossetti    ,Spirto piщ acceso di virtuti ardenti. - Petrarca
1472, Christina Rossetti    ,
1473, Christina Rossetti    ,"Thinking of you, and all that was, and all"
1474, Christina Rossetti    ,"That might have been and now can never be,"
1475, Christina Rossetti    ,"I feel your honour'd excellence, and see"
1476, Christina Rossetti    ,Myself unworthy of the happier call:
1477, Christina Rossetti    ,"For woe is me who walk so apt to fall,"
1478, Christina Rossetti    ,"So apt to shrink afraid, so apt to flee,"
1479, Christina Rossetti    ,"Apt to lie down and die (ah, woe is me!)"
1480, Christina Rossetti    ,Faithless and hopeless turning to the wall.
1481, Christina Rossetti    ,"And yet not hopeless quite nor faithless quite,"
1482, Christina Rossetti    ,"Because not loveless; love may toil all night,"
1483, Christina Rossetti    ,But take at morning; wrestle till the break
1484, Christina Rossetti    ,"Of day, but then wield power with God and man:--"
1485, Christina Rossetti    ,"So take I heart of grace as best I can,"
1486, Christina Rossetti    ,Ready to spend and be spent for your sake. 
1487, Christina Rossetti    ,
1488, Christina Rossetti    ,
1489, Christina Rossetti    ,10 
1490, Christina Rossetti    ,
1491, Christina Rossetti    ,Con miglior corso e con migliore stella. - Dante
1492, Christina Rossetti    ,La vita fugge e non s'arresta un' ora. - Petrarca
1493, Christina Rossetti    ,
1494, Christina Rossetti    ,"Time flies, hope flags, life plies a wearied wing;"
1495, Christina Rossetti    ,Death following hard on life gains ground apace;
1496, Christina Rossetti    ,"Faith runs with each and rears an eager face,"
1497, Christina Rossetti    ,"Outruns the rest, makes light of everything,"
1498, Christina Rossetti    ,"Spurns earth, and still finds breath to pray and sing;"
1499, Christina Rossetti    ,"While love ahead of all uplifts his praise,"
1500, Christina Rossetti    ,"Still asks for grace and still gives thanks for grace,"
1501, Christina Rossetti    ,Content with all day brings and night will bring.
1502, Christina Rossetti    ,Life wanes; and when love folds his wings above
1503, Christina Rossetti    ,"Tired hope, and less we feel his conscious pulse,"
1504, Christina Rossetti    ,"Let us go fall asleep, dear friend, in peace:"
1505, Christina Rossetti    ,"A little while, and age and sorrow cease;"
1506, Christina Rossetti    ,"A little while, and life reborn annuls"
1507, Christina Rossetti    ,"Loss and decay and death, and all is love. "
1508, Christina Rossetti    ,
1509, Christina Rossetti    ,
1510, Christina Rossetti    ,11 
1511, Christina Rossetti    ,
1512, Christina Rossetti    ,Vien dietro a me e lascia dir le genti. - Dante
1513, Christina Rossetti    ,Contando i casi della vita nostra. - Petrarca
1514, Christina Rossetti    ,
1515, Christina Rossetti    ,Many in aftertimes will say of you
1516, Christina Rossetti    ,"""He lov'd her""--while of me what will they say?"
1517, Christina Rossetti    ,"Not that I lov'd you more than just in play,"
1518, Christina Rossetti    ,For fashion's sake as idle women do.
1519, Christina Rossetti    ,Even let them prate; who know not what we knew
1520, Christina Rossetti    ,"Of love and parting in exceeding pain,"
1521, Christina Rossetti    ,"Of parting hopeless here to meet again,"
1522, Christina Rossetti    ,"Hopeless on earth, and heaven is out of view."
1523, Christina Rossetti    ,"But by my heart of love laid bare to you,"
1524, Christina Rossetti    ,"My love that you can make not void nor vain,"
1525, Christina Rossetti    ,Love that foregoes you but to claim anew
1526, Christina Rossetti    ,"Beyond this passage of the gate of death,"
1527, Christina Rossetti    ,I charge you at the Judgment make it plain
1528, Christina Rossetti    ,My love of you was life and not a breath. 
1529, Christina Rossetti    ,
1530, Christina Rossetti    ,
1531, Christina Rossetti    ,12 
1532, Christina Rossetti    ,
1533, Christina Rossetti    ,"Amor, che ne la mente mi ragiona. - Dante"
1534, Christina Rossetti    ,Amor vien nel bel viso di costei. - Petrarca
1535, Christina Rossetti    ,
1536, Christina Rossetti    ,If there be any one can take my place
1537, Christina Rossetti    ,"And make you happy whom I grieve to grieve,"
1538, Christina Rossetti    ,"Think not that I can grudge it, but believe"
1539, Christina Rossetti    ,"I do commend you to that nobler grace,"
1540, Christina Rossetti    ,"That readier wit than mine, that sweeter face;"
1541, Christina Rossetti    ,"Yea, since your riches make me rich, conceive"
1542, Christina Rossetti    ,"I too am crown'd, while bridal crowns I weave,"
1543, Christina Rossetti    ,And thread the bridal dance with jocund pace.
1544, Christina Rossetti    ,"For if I did not love you, it might be"
1545, Christina Rossetti    ,That I should grudge you some one dear delight;
1546, Christina Rossetti    ,"But since the heart is yours that was mine own,"
1547, Christina Rossetti    ,"Your pleasure is my pleasure, right my right,"
1548, Christina Rossetti    ,"Your honourable freedom makes me free,"
1549, Christina Rossetti    ,And you companion'd I am not alone. 
1550, Christina Rossetti    ,
1551, Christina Rossetti    ,
1552, Christina Rossetti    ,13 
1553, Christina Rossetti    ,
1554, Christina Rossetti    ,E drizzeremo gli occhi al Primo Amore. - Dante
1555, Christina Rossetti    ,Ma trovo peso non da le mie braccia. - Petrarca
1556, Christina Rossetti    ,
1557, Christina Rossetti    ,"If I could trust mine own self with your fate,"
1558, Christina Rossetti    ,Shall I not rather trust it in God's hand?
1559, Christina Rossetti    ,"Without Whose Will one lily doth not stand,"
1560, Christina Rossetti    ,Nor sparrow fall at his appointed date;
1561, Christina Rossetti    ,"Who numbereth the innumerable sand,"
1562, Christina Rossetti    ,"Who weighs the wind and water with a weight,"
1563, Christina Rossetti    ,"To Whom the world is neither small nor great,"
1564, Christina Rossetti    ,Whose knowledge foreknew every plan we plann'd.
1565, Christina Rossetti    ,"Searching my heart for all that touches you,"
1566, Christina Rossetti    ,I find there only love and love's goodwill
1567, Christina Rossetti    ,"Helpless to help and impotent to do,"
1568, Christina Rossetti    ,"Of understanding dull, of sight most dim;"
1569, Christina Rossetti    ,And therefore I commend you back to Him
1570, Christina Rossetti    ,Whose love your love's capacity can fill. 
1571, Christina Rossetti    ,
1572, Christina Rossetti    ,
1573, Christina Rossetti    ,14 
1574, Christina Rossetti    ,
1575, Christina Rossetti    ,E la Sua Volontade и nostra pace. - Dante
1576, Christina Rossetti    ,"Sol con questi pensier, con altre chiome. - Petrarca"
1577, Christina Rossetti    ,
1578, Christina Rossetti    ,"Youth gone, and beauty gone if ever there"
1579, Christina Rossetti    ,Dwelt beauty in so poor a face as this;
1580, Christina Rossetti    ,"Youth gone and beauty, what remains of bliss?"
1581, Christina Rossetti    ,"I will not bind fresh roses in my hair,"
1582, Christina Rossetti    ,"To shame a cheek at best but little fair,--"
1583, Christina Rossetti    ,"Leave youth his roses, who can bear a thorn,--"
1584, Christina Rossetti    ,"I will not seek for blossoms anywhere,"
1585, Christina Rossetti    ,Except such common flowers as blow with corn.
1586, Christina Rossetti    ,"Youth gone and beauty gone, what doth remain?"
1587, Christina Rossetti    ,"The longing of a heart pent up forlorn,"
1588, Christina Rossetti    ,A silent heart whose silence loves and longs;
1589, Christina Rossetti    ,The silence of a heart which sang its songs
1590, Christina Rossetti    ,"While youth and beauty made a summer morn,"
1591, Christina Rossetti    ,Silence of love that cannot sing again. 
1592, Mary Darby Robinson   ,"Now, round my favor'd grot let roses rise,"
1593, Mary Darby Robinson   ,To strew the bank where Phaon wakes from rest;
1594, Mary Darby Robinson   ,"O! happy buds! to kiss his burning breast,"
1595, Mary Darby Robinson   ,"And die, beneath the lustre of his eyes!"
1596, Mary Darby Robinson   ,"Now, let the timbrels echo to the skies, "
1597, Mary Darby Robinson   ,"Now damsels sprinkel cassia on his vest, "
1598, Mary Darby Robinson   ,"With od'rous wreaths of constant myrtle drest,"
1599, Mary Darby Robinson   ,"And flow'rs, deep tinted with the rainbow's dyes!"
1600, Mary Darby Robinson   ,"From cups of porphyry let nectar flow,"
1601, Mary Darby Robinson   ,Rich as the perfume of Phoenicia's vine!
1602, Mary Darby Robinson   ,"Now let his dimpling cheek with rapture glow,"
1603, Mary Darby Robinson   ,While round his heart love's mystic fetters twine;
1604, Mary Darby Robinson   ,"And let the Grecian Lyre its aid bestow,"
1605, Mary Darby Robinson   ,"In songs of triumph, to proclaim him mine!"
1606, Mary Darby Robinson   ,"Love steals unheeded o'er the tranquil mind, "
1607, Mary Darby Robinson   ,"As Summer breezes fan the sleeping main,"
1608, Mary Darby Robinson   ,"Slow through each fibre creeps the subtle pain,"
1609, Mary Darby Robinson   ,'Till closely round the yielding bosom twin'd.
1610, Mary Darby Robinson   ,"Vain is the hope the magic to unbind,"
1611, Mary Darby Robinson   ,"The potent mischief riots in the brain,"
1612, Mary Darby Robinson   ,"Grasps ev'ry thought, and burns in ev'ry vein,"
1613, Mary Darby Robinson   ,'Till in the heart the Tyrant lives enshrin'd.
1614, Mary Darby Robinson   ,Oh! Victor strong! bending the vanquish'd frame;
1615, Mary Darby Robinson   ,Sweet is the thraldom that thou bid'st us prove!
1616, Mary Darby Robinson   ,"And sacred is the tear thy victims claim,"
1617, Mary Darby Robinson   ,For blest are those whom sighs of sorrow move!
1618, Mary Darby Robinson   ,"Then nymphs beware how ye profane my name,"
1619, Mary Darby Robinson   ,"Nor blame my weakness, till like me ye love! "
1620, Mary Darby Robinson   ,Why art thou chang'd? O Phaon! tell me why?
1621, Mary Darby Robinson   ,"Love flies reproach, when passion feels decay;"
1622, Mary Darby Robinson   ,"Or, I would paint the raptures of that day,"
1623, Mary Darby Robinson   ,"When, in sweet converse, mingling sigh with sigh,"
1624, Mary Darby Robinson   ,I mark'd the graceful languor of thine eye
1625, Mary Darby Robinson   ,As on a shady bank entranc'd we lay:
1626, Mary Darby Robinson   ,O! Eyes! whose beamy radiance stole away
1627, Mary Darby Robinson   ,As stars fade trembling from the burning sky!
1628, Mary Darby Robinson   ,Why art thou chang'd? dear source of all my woes!
1629, Mary Darby Robinson   ,"Though dark my bosom's tint, through ev'ry vein"
1630, Mary Darby Robinson   ,"A ruby tide of purest lustre flows,"
1631, Mary Darby Robinson   ,"Warm'd by thy love, or chill'd by thy disdain;"
1632, Mary Darby Robinson   ,And yet no bliss this sensate Being knows;
1633, Mary Darby Robinson   ,Ah! why is rapture so allied to pain?
1634, Mary Darby Robinson   ,Wild is the foaming Sea! The surges roar!
1635, Mary Darby Robinson   ,And nimbly dart the livid lightnings round!
1636, Mary Darby Robinson   ,On the rent rock the angry waves rebound;
1637, Mary Darby Robinson   ,Ah me! the less'ning bark is seen no more!
1638, Mary Darby Robinson   ,"Along the margin of the trembling shore,"
1639, Mary Darby Robinson   ,"Loud as the blast my frantic cries shall sound,"
1640, Mary Darby Robinson   ,"My storm-drench'd limbs the flinty fragments wound,"
1641, Mary Darby Robinson   ,And o'er my bleeding breast the billows pour!
1642, Mary Darby Robinson   ,"Phaon! return! ye winds, O! waft the strain"
1643, Mary Darby Robinson   ,To his swift bark; ye barb'rous waves forbear!
1644, Mary Darby Robinson   ,"Taunt not the anguish of a lover's brain,"
1645, Mary Darby Robinson   ,Nor feebly emulate the soul's despair!
1646, Mary Darby Robinson   ,"For howling winds, and foaming seas, in vain"
1647, Mary Darby Robinson   ,"Assail the breast, when passion rages there!"
1648, Mary Darby Robinson   ,To AEtna's scorching sands my Phaon flies!
1649, Mary Darby Robinson   ,False Youth! can other charms attractive prove?
1650, Mary Darby Robinson   ,"Say, can Sicilian loves thy passions move,"
1651, Mary Darby Robinson   ,"Play round thy heart, and fix thy fickle eyes,"
1652, Mary Darby Robinson   ,While in despair the Lesbian Sappho dies?
1653, Mary Darby Robinson   ,"Has Spring for thee a crown of poppies wove,"
1654, Mary Darby Robinson   ,"Or dost thou languish in th' Idalian grove,"
1655, Mary Darby Robinson   ,"Whose altar kindles, fann'd by Lover's sighs?"
1656, Mary Darby Robinson   ,"Ah! think, that while on AEtna's shores you stray,"
1657, Mary Darby Robinson   ,"A fire, more fierce than AEtna's, fills my breast;"
1658, Mary Darby Robinson   ,"Nor deck Sicilian nymphs with garlands gay,"
1659, Mary Darby Robinson   ,While Sappho's brows with cypress wreaths are drest;
1660, Mary Darby Robinson   ,"Let one kind word my weary woes repay,"
1661, Mary Darby Robinson   ,"Or, in eternal slumbers bid them rest. "
1662, Mary Darby Robinson   ,"Can'st thou forget, O! Idol of my Soul!"
1663, Mary Darby Robinson   ,"Thy Sappho's voice, her form, her dulcet Lyre!"
1664, Mary Darby Robinson   ,"That melting ev'ry thought to fond desire,"
1665, Mary Darby Robinson   ,Bade sweet delerium o'er thy senses roll?
1666, Mary Darby Robinson   ,"Can'st thou, so soon, renounce the blest control"
1667, Mary Darby Robinson   ,"That calm'd with pity's tears love's raging fire,"
1668, Mary Darby Robinson   ,"While Hope, slow breathing on the trembling wire,"
1669, Mary Darby Robinson   ,In every note with soft persuasion stole?
1670, Mary Darby Robinson   ,Oh! Sov'reign of my heart! return! return!
1671, Mary Darby Robinson   ,"For me no spring appears, no summers bloom,"
1672, Mary Darby Robinson   ,"No Sun-beams glitter, and no altars burn!"
1673, Mary Darby Robinson   ,"The mind's dark winter of eternal gloom,"
1674, Mary Darby Robinson   ,"Shews 'midst the waste a solitary urn,"
1675, Mary Darby Robinson   ,"A blighted laurel, and a mould'ring tomb! "
1676, Mary Darby Robinson   ,"Weak is the sophistry, and vain the art"
1677, Mary Darby Robinson   ,That whispers patience to the mind's despair!
1678, Mary Darby Robinson   ,"That bids reflection bathe the wounds of care,"
1679, Mary Darby Robinson   ,"While Hope, with pleasing phantoms, soothes their smart."
1680, Mary Darby Robinson   ,"For mem'ry still, reluctant to depart"
1681, Mary Darby Robinson   ,"From the dear spot, once rich in prospects fair,"
1682, Mary Darby Robinson   ,"Bids the fond soul enamour'd there,"
1683, Mary Darby Robinson   ,And its least charm is grateful to the heart!
1684, Mary Darby Robinson   ,"He never lov'd, who could not muse and sigh,"
1685, Mary Darby Robinson   ,"Spangling the sacred turf with frequent tears,"
1686, Mary Darby Robinson   ,"Where the small rivulet, that ripples by,"
1687, Mary Darby Robinson   ,"Recalls the scenes of past and happier years,"
1688, Mary Darby Robinson   ,"When, on its banks he watch'd the speaking eye,"
1689, Mary Darby Robinson   ,And one sweet smile o'erpaid an age of fears!
1690, Mary Darby Robinson   ,"Where antique woods o'er-hang the mountains's crest,"
1691, Mary Darby Robinson   ,And mid-day glooms in solemn silence lour;
1692, Mary Darby Robinson   ,"Philosophy, go seek a lonely bow'r,"
1693, Mary Darby Robinson   ,And waste life's fervid noon in fancied rest.
1694, Mary Darby Robinson   ,"Go, where the bird of sorrow weaves her nest,"
1695, Mary Darby Robinson   ,"Cooing, in sadness sweet, through night's dim hour;"
1696, Mary Darby Robinson   ,"Go, cull the dew-drops from each potent flow'r"
1697, Mary Darby Robinson   ,That med'cines to the cold and reas'ning breast!
1698, Mary Darby Robinson   ,"Go, where the brook in liquid lapse steals by,"
1699, Mary Darby Robinson   ,"Scarce heard amid'st the mingling echoes round,"
1700, Mary Darby Robinson   ,"What time, the noon fades slowly down the sky,"
1701, Mary Darby Robinson   ,"And slumb'ring zephyrs moan, in caverns bound:"
1702, Mary Darby Robinson   ,"Be these thy pleasures, dull Philosophy!"
1703, Mary Darby Robinson   ,"Nor vaunt the balm, to heal a lover's wound. "
1704, Mary Darby Robinson   ,O'er the tall cliff that bounds the billowy main
1705, Mary Darby Robinson   ,"Shad'wing the surge that sweeps the lonely strand,"
1706, Mary Darby Robinson   ,"While the thin vapours break along the sand,"
1707, Mary Darby Robinson   ,Day's harbinger unfolds the liquid plain.
1708, Mary Darby Robinson   ,"The rude Sea murmurs, mournful as the strain"
1709, Mary Darby Robinson   ,"That love-lorn minstrels strike with trembling hand,"
1710, Mary Darby Robinson   ,While from their green beds rise the Syren band
1711, Mary Darby Robinson   ,With tongues aerial to repeat my pain!
1712, Mary Darby Robinson   ,"The vessel rocks beside the pebbly shore,"
1713, Mary Darby Robinson   ,The foamy curls its gaudy trappings lave;
1714, Mary Darby Robinson   ,"Oh! Bark propitious! bear me gently o'er,"
1715, Mary Darby Robinson   ,"Breathe soft, ye winds; rise slow, O! swelling wave!"
1716, Mary Darby Robinson   ,Lesbos; these eyes shall meet thy sands no more:
1717, Mary Darby Robinson   ,"I fly, to seek my Lover, or my Grave!"
1718, Mary Darby Robinson   ,"Blest as the Gods! Sicilian Maid is he,"
1719, Mary Darby Robinson   ,The youth whose soul thy yielding graces charm;
1720, Mary Darby Robinson   ,"Who bound, O! thraldom sweet! by beauty's arm,"
1721, Mary Darby Robinson   ,In idle dalliance fondly sports with thee!
1722, Mary Darby Robinson   ,"Blest as the Gods! that iv'ry throne to see,"
1723, Mary Darby Robinson   ,"Throbbing with transports, tender, timid, warm!"
1724, Mary Darby Robinson   ,While round thy fragrant lips zephyrs swarm!
1725, Mary Darby Robinson   ,As op'ning buds attract the wand'ring Bee!
1726, Mary Darby Robinson   ,"Yet, short is youthful passion's fervid hour;"
1727, Mary Darby Robinson   ,"Soon, shall another clasp the beauteous boy;"
1728, Mary Darby Robinson   ,"Soon, shall a rival prove, in that gay bow'r,"
1729, Mary Darby Robinson   ,The pleasing torture of excessive joy!
1730, Mary Darby Robinson   ,The Bee flies sicken'd from the sweetest flow'r;
1731, Mary Darby Robinson   ,"The lightning's shaft, but dazzles to destroy!"
1732, Mary Darby Robinson   ,"I wake! delusive phantoms hence, away!"
1733, Mary Darby Robinson   ,Tempt not the weakness of a lover's breast;
1734, Mary Darby Robinson   ,"The softest breeze can shake the halcyon's nest,"
1735, Mary Darby Robinson   ,And lightest clouds o'ercast the dawning ray!
1736, Mary Darby Robinson   ,"'Twas but a vision! Now, the star of day"
1737, Mary Darby Robinson   ,"Peers, like a gem on Aetna's burning crest!"
1738, Mary Darby Robinson   ,"Wellcome, ye Hills, with golden vintage drest;"
1739, Mary Darby Robinson   ,"Sicilian forests brown, and vallies gay!"
1740, Mary Darby Robinson   ,"A mournful stranger, from the Lesbian Isle,"
1741, Mary Darby Robinson   ,"Not strange, in loftiest eulogy of Song!"
1742, Mary Darby Robinson   ,"She, who could teach the Stoic's cheek to smile,"
1743, Mary Darby Robinson   ,"Thaw the cold heart, and chain the wond'ring throng,"
1744, Mary Darby Robinson   ,"Can find no balm, love's arrows to beguile;"
1745, Mary Darby Robinson   ,Ah! Sorrows known too soon! and felt too long!
1746, Mary Darby Robinson   ,"Venus! to thee, the Lesbian Muse shall sing,"
1747, Mary Darby Robinson   ,"The song, which Myttellenian youths admir'd, "
1748, Mary Darby Robinson   ,"when Echo, am'rous of the strain inspir'd,"
