Graduating Class,Fall Freshman Year,District,District Name,Graduates,Total Cohort,Graduation Rate,Graduation Rate Category,District Office Location
2011,2007,6095,South Hamilton,60,63,95.24,95.01 - 100.00%,"315 Division St
Jewell, Iowa 50130
(42.30250852100045, -93.64493660899967)"
2012,2008,6095,South Hamilton,45,51,88.24,85.01 - 90.00%,"315 Division St
Jewell, Iowa 50130
(42.30250852100045, -93.64493660899967)"
2013,2009,6095,South Hamilton,50,50,100.00,95.01 - 100.00%,"315 Division St
Jewell, Iowa 50130
(42.30250852100045, -93.64493660899967)"
2014,2010,6095,South Hamilton,54,57,94.74,90.01 - 95.00%,"315 Division St
Jewell, Iowa 50130
(42.30250852100005, -93.64493660899996)"
2009,2005,6099,South O'Brien,50,55,90.91,90.01 - 95.00%,"216 S Rutledge
Paullina, Iowa 510460638
(42.97754916000048, -95.68914705399965)"
2010,2006,6099,South O'Brien,57,61,93.44,90.01 - 95.00%,"216 S Rutledge
Paullina, Iowa 510460638
(42.97754916000048, -95.68914705399965)"
2011,2007,6099,South O'Brien,42,48,87.50,85.01 - 90.00%,"216 S Rutledge
Paullina, Iowa 510460638
(42.97754916000048, -95.68914705399965)"
2012,2008,6099,South O'Brien,44,48,91.67,90.01 - 95.00%,"216 S Rutledge
Paullina, Iowa 510460638
(42.97754916000048, -95.68914705399965)"
2013,2009,6099,South O'Brien,51,57,89.47,85.01 - 90.00%,"216 S Rutledge
Paullina, Iowa 510460638
(42.97754916000048, -95.68914705399965)"
2014,2010,6099,South O'Brien ,52,58,89.66,85.01 - 90.00%,"216 S Rutledge
Paullina, Iowa 510460638
(42.97754916100007, -95.68914705299994)"
2009,2005,6097,South Page,21,26,80.77,80.01 - 85.00%,"606 Iowa Ave
College Springs, Iowa 51637
(40.620548113000496, -95.11931222599969)"
2010,2006,6097,South Page,19,20,95.00,90.01 - 95.00%,"606 Iowa Ave
College Springs, Iowa 51637
(40.620548113000496, -95.11931222599969)"
2011,2007,6097,South Page,10,12,83.33,80.01 - 85.00%,"606 Iowa Ave
College Springs, Iowa 51637
(40.620548113000496, -95.11931222599969)"
2012,2008,6097,South Page,12,16,75.00,70.01 - 75.00%,"606 Iowa Ave
College Springs, Iowa 51637
(40.620548113000496, -95.11931222599969)"
2013,2009,6097,South Page,14,16,87.50,85.01 - 90.00%,"606 Iowa Ave
College Springs, Iowa 51637
(40.620548113000496, -95.11931222599969)"
2014,2010,6097,South Page,10,11,90.91,90.01 - 95.00%,"606 Iowa Ave
College Springs, Iowa 51637
(40.62054811300004, -95.11931222599998)"
2009,2005,6098,South Tama County,96,113,84.96,80.01 - 85.00%,"1702 Harding St
Tama, Iowa 523391028
(41.97580078700048, -92.58164396699965)"
2010,2006,6098,South Tama County,104,117,88.89,85.01 - 90.00%,"1702 Harding St
Tama, Iowa 523391028
(41.97580078700048, -92.58164396699965)"
2011,2007,6098,South Tama County,96,108,88.89,85.01 - 90.00%,"1702 Harding St
Tama, Iowa 523391028
(41.97580078700048, -92.58164396699965)"
2012,2008,6098,South Tama County,72,83,86.75,85.01 - 90.00%,"1702 Harding St
Tama, Iowa 523391028
(41.97580078700048, -92.58164396699965)"
2013,2009,6098,South Tama County,92,101,91.09,90.01 - 95.00%,"1702 Harding St
Tama, Iowa 523391028
(41.97580078700048, -92.58164396699965)"
2014,2010,6098,South Tama County,91,100,91.00,90.01 - 95.00%,"1702 Harding St
Tama, Iowa 523391028
(41.975800787000026, -92.58164396699999)"
2009,2005,6100,South Winneshiek,55,59,93.22,90.01 - 95.00%,"304 S Webster St
Calmar, Iowa 52132
(43.180778347000455, -91.86743263999966)"
2010,2006,6100,South Winneshiek,72,77,93.51,90.01 - 95.00%,"304 S Webster St
Calmar, Iowa 52132
(43.180778347000455, -91.86743263999966)"
2011,2007,6100,South Winneshiek,59,63,93.65,90.01 - 95.00%,"304 S Webster St
Calmar, Iowa 52132
(43.180778347000455, -91.86743263999966)"
2012,2008,6100,South Winneshiek,69,70,98.57,95.01 - 100.00%,"304 S Webster St
Calmar, Iowa 52132
(43.180778347000455, -91.86743263999966)"
2013,2009,6100,South Winneshiek,59,65,90.77,90.01 - 95.00%,"304 S Webster St
Calmar, Iowa 52132
(43.180778347000455, -91.86743263999966)"
2014,2010,6100,South Winneshiek,67,69,97.10,95.01 - 100.00%,"304 S Webster St
Calmar, Iowa 52132
(43.18077834700006, -91.86743263999995)"
2009,2005,6102,Spencer,152,174,87.36,85.01 - 90.00%,"23 E 7th St
Spencer, Iowa 51301
(43.143656843000485, -95.14370801399969)"
2010,2006,6102,Spencer,139,162,85.80,85.01 - 90.00%,"23 E 7th St
Spencer, Iowa 51301
(43.143656843000485, -95.14370801399969)"
2011,2007,6102,Spencer,120,136,88.24,85.01 - 90.00%,"23 E 7th St
Spencer, Iowa 51301
(43.143656843000485, -95.14370801399969)"
2012,2008,6102,Spencer,142,159,89.31,85.01 - 90.00%,"23 E 7th St
Spencer, Iowa 51301
(43.143656843000485, -95.14370801399969)"
2013,2009,6102,Spencer,123,137,89.78,85.01 - 90.00%,"23 E 7th St
Spencer, Iowa 51301
(43.143656843000485, -95.14370801399969)"
2014,2010,6102,Spencer,132,141,93.62,90.01 - 95.00%,"23 E 7th St
Spencer, Iowa 51301
(43.14365684300003, -95.14370801399997)"
2009,2005,6120,Spirit Lake,105,109,96.33,95.01 - 100.00%,"2701 Hill Avenue
Spirit Lake, Iowa 51360
(43.41571864500048, -95.10218323399965)"
2010,2006,6120,Spirit Lake,93,106,87.74,85.01 - 90.00%,"2701 Hill Avenue
Spirit Lake, Iowa 51360
(43.41571864500048, -95.10218323399965)"
2011,2007,6120,Spirit Lake,78,88,88.64,85.01 - 90.00%,"2701 Hill Avenue
Spirit Lake, Iowa 51360
(43.41571864500048, -95.10218323399965)"
2012,2008,6120,Spirit Lake,94,107,87.85,85.01 - 90.00%,"2701 Hill Avenue
Spirit Lake, Iowa 51360
(43.41571864500048, -95.10218323399965)"
2013,2009,6120,Spirit Lake,87,91,95.60,95.01 - 100.00%,"2701 Hill Avenue
Spirit Lake, Iowa 51360
(43.41571864500048, -95.10218323399965)"
2014,2010,6120,Spirit Lake,78,91,85.71,85.01 - 90.00%,"2701 Hill Avenue
Spirit Lake, Iowa 51360
(43.41571864500003, -95.10218323499998)"
2009,2005,6138,Springville,41,42,97.62,95.01 - 100.00%,"400 Academy St
Springville, Iowa 523369657
(42.05516765300047, -91.44477622599965)"
2010,2006,6138,Springville,30,35,85.71,85.01 - 90.00%,"400 Academy St
Springville, Iowa 523369657
(42.05516765300047, -91.44477622599965)"
2011,2007,6138,Springville,24,28,85.71,85.01 - 90.00%,"400 Academy St
Springville, Iowa 523369657
(42.05516765300047, -91.44477622599965)"
2012,2008,6138,Springville,21,25,84.00,80.01 - 85.00%,"400 Academy St
Springville, Iowa 523369657
(42.05516765300047, -91.44477622599965)"
2013,2009,6138,Springville,25,26,96.15,95.01 - 100.00%,"400 Academy St
Springville, Iowa 523369657
(42.05516765300047, -91.44477622599965)"
2014,2010,6138,Springville,25,25,100.00,95.01 - 100.00%,"400 Academy St
Springville, Iowa 523369657
(42.05516765400006, -91.44477622599999)"
2009,2005,5751,St Ansgar,62,66,93.94,90.01 - 95.00%,"206 E 8th
St. Ansgar, Iowa 50472
(43.374941039000475, -92.91752964199969)"
2010,2006,5751,St Ansgar,59,61,96.72,95.01 - 100.00%,"206 E 8th
St. Ansgar, Iowa 50472
(43.374941039000475, -92.91752964199969)"
2011,2007,5751,St Ansgar,46,46,100.00,95.01 - 100.00%,"206 E 8th
St. Ansgar, Iowa 50472
(43.374941039000475, -92.91752964199969)"
2012,2008,5751,St Ansgar,42,43,97.67,95.01 - 100.00%,"206 E 8th
St. Ansgar, Iowa 50472
(43.374941039000475, -92.91752964199969)"
2013,2009,5751,St Ansgar,54,55,98.18,95.01 - 100.00%,"206 E 8th
St. Ansgar, Iowa 50472
(43.374941039000475, -92.91752964199969)"
2014,2010,5751,St Ansgar,54,54,100.00,95.01 - 100.00%,"206 E 8th
St. Ansgar, Iowa 50472
(43.37494103900008, -92.91752964199998)"
2009,2005,6165,Stanton,24,25,96.00,95.01 - 100.00%,"605 Elliott Street
Stanton, Iowa 51573
(40.9841780430005, -95.1003953879997)"
2010,2006,6165,Stanton,24,25,96.00,95.01 - 100.00%,"605 Elliott Street
Stanton, Iowa 51573
(40.9841780430005, -95.1003953879997)"
2011,2007,6165,Stanton,19,19,100.00,95.01 - 100.00%,"605 Elliott Street
Stanton, Iowa 51573
(40.9841780430005, -95.1003953879997)"
2012,2008,6165,Stanton,20,20,100.00,95.01 - 100.00%,"605 Elliott Street
Stanton, Iowa 51573
(40.9841780430005, -95.1003953879997)"
2013,2009,6165,Stanton,18,18,100.00,95.01 - 100.00%,"605 Elliott Street
Stanton, Iowa 51573
(40.9841780430005, -95.1003953879997)"
2014,2010,6165,Stanton,16,19,84.21,80.01 - 85.00%,"605 Elliott Street
Stanton, Iowa 51573
(40.98417804300004, -95.10039538899997)"
2009,2005,6175,Starmont,59,64,92.19,90.01 - 95.00%,"3202 40th St
Arlington, Iowa 50606
(42.68758715700045, -91.64958049199964)"
2010,2006,6175,Starmont,47,51,92.16,90.01 - 95.00%,"3202 40th St
Arlington, Iowa 50606
(42.68758715700045, -91.64958049199964)"
2011,2007,6175,Starmont,50,55,90.91,90.01 - 95.00%,"3202 40th St
Arlington, Iowa 50606
(42.68758715700045, -91.64958049199964)"
2012,2008,6175,Starmont,42,44,95.45,95.01 - 100.00%,"3202 40th St
Arlington, Iowa 50606
(42.68758715700045, -91.64958049199964)"
2013,2009,6175,Starmont,51,52,98.08,95.01 - 100.00%,"3202 40th St
Arlington, Iowa 50606
(42.68758715700045, -91.64958049199964)"
2014,2010,6175,Starmont,34,37,91.89,90.01 - 95.00%,"3202 40th St
Arlington, Iowa 50606
(42.68758715700005, -91.64958049099994)"
2009,2005,6219,Storm Lake,87,156,55.77,55.01 - 60.00%,"419 Lake Ave
Storm Lake, Iowa 505880638
(42.6420789390005, -95.20082316699967)"
2010,2006,6219,Storm Lake,93,164,56.71,55.01 - 60.00%,"419 Lake Ave
Storm Lake, Iowa 505880638
(42.6420789390005, -95.20082316699967)"
2011,2007,6219,Storm Lake,100,174,57.47,55.01 - 60.00%,"419 Lake Ave
Storm Lake, Iowa 505880638
(42.6420789390005, -95.20082316699967)"
2012,2008,6219,Storm Lake,91,162,56.17,55.01 - 60.00%,"419 Lake Ave
Storm Lake, Iowa 505880638
(42.6420789390005, -95.20082316699967)"
2013,2009,6219,Storm Lake,96,152,63.16,60.01 - 65.00%,"419 Lake Ave
Storm Lake, Iowa 505880638
(42.6420789390005, -95.20082316699967)"
2014,2010,6219,Storm Lake,68,150,45.33,50% or Less,"419 Lake Ave
Storm Lake, Iowa 505880638
(42.642078939000044, -95.20082316699995)"
2009,2005,6273,Sumner,60,61,98.36,95.01 - 100.00%,"802 West Sixth Street
Sumner, Iowa 50674
(42.85248675100047, -92.10753070099969)"
2010,2006,6273,Sumner,74,77,96.10,95.01 - 100.00%,"802 West Sixth Street
Sumner, Iowa 50674
(42.85248675100047, -92.10753070099969)"
2011,2007,6273,Sumner,71,74,95.95,95.01 - 100.00%,"802 West Sixth Street
Sumner, Iowa 50674
(42.85248675100047, -92.10753070099969)"
2012,2008,6273,Sumner,58,62,93.55,90.01 - 95.00%,"802 West Sixth Street
Sumner, Iowa 50674
(42.85248675100047, -92.10753070099969)"
2013,2009,6273,Sumner,55,57,96.49,95.01 - 100.00%,"802 West Sixth Street
Sumner, Iowa 50674
(42.85248675100047, -92.10753070099969)"
2014,2010,6273,Sumner-Fredericksburg,53,54,98.15,95.01 - 100.00%,"802 West Sixth Street
Sumner, Iowa 50674
(42.85248675100007, -92.10753070099997)"
2009,2005,6408,Tipton,76,79,96.20,95.01 - 100.00%,"400 E 6th St
Tipton, Iowa 52772
(41.7691113890005, -91.1191932379997)"
2010,2006,6408,Tipton,63,67,94.03,90.01 - 95.00%,"400 E 6th St
Tipton, Iowa 52772
(41.7691113890005, -91.1191932379997)"
2011,2007,6408,Tipton,65,66,98.48,95.01 - 100.00%,"400 E 6th St
Tipton, Iowa 52772
(41.7691113890005, -91.1191932379997)"
2012,2008,6408,Tipton,47,59,79.66,75.01 - 80.00%,"400 E 6th St
Tipton, Iowa 52772
(41.7691113890005, -91.1191932379997)"
2013,2009,6408,Tipton,48,53,90.57,90.01 - 95.00%,"400 E 6th St
Tipton, Iowa 52772
(41.7691113890005, -91.1191932379997)"
2014,2010,6408,Tipton,65,75,86.67,85.01 - 90.00%,"400 E 6th St
Tipton, Iowa 52772
(41.77107252400003, -91.12498641499997)"
2009,2005,6453,Treynor,51,53,96.23,95.01 - 100.00%,"102 E Main St
Treynor, Iowa 515750369
(41.2324130880005, -95.60871940699968)"
2010,2006,6453,Treynor,45,48,93.75,90.01 - 95.00%,"102 E Main St
Treynor, Iowa 515750369
(41.2324130880005, -95.60871940699968)"
2011,2007,6453,Treynor,48,52,92.31,90.01 - 95.00%,"102 E Main St
Treynor, Iowa 515750369
(41.2324130880005, -95.60871940699968)"
2012,2008,6453,Treynor,34,37,91.89,90.01 - 95.00%,"102 E Main St
Treynor, Iowa 515750369
(41.2324130880005, -95.60871940699968)"
2013,2009,6453,Treynor,54,54,100.00,95.01 - 100.00%,"102 E Main St
Treynor, Iowa 515750369
(41.2324130880005, -95.60871940699968)"
2014,2010,6453,Treynor,49,50,98.00,95.01 - 100.00%,"102 E Main St
Treynor, Iowa 515750369
(41.232413088000044, -95.60871940699997)"
2009,2005,6460,Tri-Center,58,60,96.67,95.01 - 100.00%,"33980 310th Street
Neola, Iowa 515595183
(41.50427439300046, -95.5941856769997)"
2010,2006,6460,Tri-Center,58,62,93.55,90.01 - 95.00%,"33980 310th Street
Neola, Iowa 515595183
(41.50427439300046, -95.5941856769997)"
2011,2007,6460,Tri-Center,42,50,84.00,80.01 - 85.00%,"33980 310th Street
Neola, Iowa 515595183
(41.50427439300046, -95.5941856769997)"
2012,2008,6460,Tri-Center,46,49,93.88,90.01 - 95.00%,"33980 310th Street
Neola, Iowa 515595183
(41.50427439300046, -95.5941856769997)"
2013,2009,6460,Tri-Center,56,56,100.00,95.01 - 100.00%,"33980 310th Street
Neola, Iowa 515595183
(41.50427439300046, -95.5941856769997)"
2014,2010,6460,Tri-Center,55,58,94.83,90.01 - 95.00%,"33980 310th Street
Neola, Iowa 515595183
(41.50427439300006, -95.59418567599994)"
2009,2005,6462,Tri-County,28,31,90.32,90.01 - 95.00%,"3003 Highway 22
Thornburg, Iowa 50255
(41.45220459400048, -92.33400292899967)"
2010,2006,6462,Tri-County,27,28,96.43,95.01 - 100.00%,"3003 Highway 22
Thornburg, Iowa 50255
(41.45220459400048, -92.33400292899967)"
2011,2007,6462,Tri-County,28,30,93.33,90.01 - 95.00%,"3003 Highway 22
Thornburg, Iowa 50255
(41.45220459400048, -92.33400292899967)"
2012,2008,6462,Tri-County,23,24,95.83,95.01 - 100.00%,"3003 Highway 22
Thornburg, Iowa 50255
(41.45220459400048, -92.33400292899967)"
2013,2009,6462,Tri-County,18,20,90.00,85.01 - 90.00%,"3003 Highway 22
Thornburg, Iowa 50255
(41.45220459400048, -92.33400292899967)"
2014,2010,6462,Tri-County,23,24,95.83,95.01 - 100.00%,"3003 Highway 22
Thornburg, Iowa 50255
(41.45220459400008, -92.33400292899995)"
2009,2005,6471,Tripoli,31,34,91.18,90.01 - 95.00%,"209 8th Ave SW
Tripoli, Iowa 506769662
(42.801523631000464, -92.26046499999967)"
2010,2006,6471,Tripoli,42,42,100.00,95.01 - 100.00%,"209 8th Ave SW
Tripoli, Iowa 506769662
(42.801523631000464, -92.26046499999967)"
2011,2007,6471,Tripoli,45,45,100.00,95.01 - 100.00%,"209 8th Ave SW
Tripoli, Iowa 506769662
(42.801523631000464, -92.26046499999967)"
2012,2008,6471,Tripoli,36,38,94.74,90.01 - 95.00%,"209 8th Ave SW
Tripoli, Iowa 506769662
(42.801523631000464, -92.26046499999967)"
2013,2009,6471,Tripoli,34,37,91.89,90.01 - 95.00%,"209 8th Ave SW
Tripoli, Iowa 506769662
(42.801523631000464, -92.26046499999967)"
2014,2010,6471,Tripoli,25,27,92.59,90.01 - 95.00%,"209 8th Ave SW
Tripoli, Iowa 506769662
(42.801523631000066, -92.26046499999995)"
2009,2005,6509,Turkey Valley,63,63,100.00,95.01 - 100.00%,"3219 St Hwy 24
Jackson Junction, Iowa 521718308
(43.117207790000464, -92.02446615599968)"
2010,2006,6509,Turkey Valley,47,47,100.00,95.01 - 100.00%,"3219 St Hwy 24
Jackson Junction, Iowa 521718308
(43.117207790000464, -92.02446615599968)"
2011,2007,6509,Turkey Valley,50,51,98.04,95.01 - 100.00%,"3219 St Hwy 24
Jackson Junction, Iowa 521718308
(43.117207790000464, -92.02446615599968)"
2012,2008,6509,Turkey Valley,55,55,100.00,95.01 - 100.00%,"3219 St Hwy 24
Jackson Junction, Iowa 521718308
(43.117207790000464, -92.02446615599968)"
2013,2009,6509,Turkey Valley,45,46,97.83,95.01 - 100.00%,"3219 St Hwy 24
Jackson Junction, Iowa 521718308
(43.117207790000464, -92.02446615599968)"
2014,2010,6509,Turkey Valley,27,27,100.00,95.01 - 100.00%,"3219 St Hwy 24
Jackson Junction, Iowa 521718308
(43.117207790000066, -92.02446615699995)"
2009,2005,6512,Twin Cedars,37,41,90.24,90.01 - 95.00%,"2204 Highway G71
Bussey, Iowa 50044
(41.21905353200049, -92.9268710559997)"
2010,2006,6512,Twin Cedars,29,30,96.67,95.01 - 100.00%,"2204 Highway G71
Bussey, Iowa 50044
(41.21905353200049, -92.9268710559997)"
2011,2007,6512,Twin Cedars,32,33,96.97,95.01 - 100.00%,"2204 Highway G71
Bussey, Iowa 50044
(41.21905353200049, -92.9268710559997)"
2012,2008,6512,Twin Cedars,36,39,92.31,90.01 - 95.00%,"2204 Highway G71
Bussey, Iowa 50044
(41.21905353200049, -92.9268710559997)"
2013,2009,6512,Twin Cedars,42,44,95.45,95.01 - 100.00%,"2204 Highway G71
Bussey, Iowa 50044
(41.21905353200049, -92.9268710559997)"
2014,2010,6512,Twin Cedars,40,41,97.56,95.01 - 100.00%,"2204 Highway G71
Bussey, Iowa 50044
(41.21905353200003, -92.92687105599998)"
2009,2005,6516,Twin Rivers,23,25,92.00,90.01 - 95.00%,"200 College Ave
Bode, Iowa 50519
(42.86727247800047, -94.28957848999966)"
2010,2006,6516,Twin Rivers,24,26,92.31,90.01 - 95.00%,"200 College Ave
Bode, Iowa 50519
(42.86727247800047, -94.28957848999966)"
2011,2007,6516,Twin Rivers,13,14,92.86,90.01 - 95.00%,"200 College Ave
Bode, Iowa 50519
(42.86727247800047, -94.28957848999966)"
2009,2005,6534,Underwood,69,72,95.83,95.01 - 100.00%,"601 Third Street
Underwood, Iowa 515760130
(41.38709309400048, -95.68317063999967)"
2010,2006,6534,Underwood,53,58,91.38,90.01 - 95.00%,"601 Third Street
Underwood, Iowa 515760130
(41.38709309400048, -95.68317063999967)"
2011,2007,6534,Underwood,50,50,100.00,95.01 - 100.00%,"601 Third Street
Underwood, Iowa 515760130
(41.38709309400048, -95.68317063999967)"
2012,2008,6534,Underwood,46,49,93.88,90.01 - 95.00%,"601 Third Street
Underwood, Iowa 515760130
(41.38709309400048, -95.68317063999967)"
2013,2009,6534,Underwood,57,58,98.28,95.01 - 100.00%,"601 Third Street
Underwood, Iowa 515760130
(41.38709309400048, -95.68317063999967)"
2014,2010,6534,Underwood,49,50,98.00,95.01 - 100.00%,"601 Third Street
Underwood, Iowa 515760130
(41.38709309400008, -95.68317063899997)"
2009,2005,6536,Union,90,104,86.54,85.01 - 90.00%,"200 Adams St
La Porte City, Iowa 506511143
(42.31461312300047, -92.19815651299967)"
2010,2006,6536,Union,98,102,96.08,95.01 - 100.00%,"200 Adams St
La Porte City, Iowa 506511143
(42.31461312300047, -92.19815651299967)"
2011,2007,6536,Union,88,97,90.72,90.01 - 95.00%,"200 Adams St
La Porte City, Iowa 506511143
(42.31461312300047, -92.19815651299967)"
2012,2008,6536,Union,94,98,95.92,95.01 - 100.00%,"200 Adams St
La Porte City, Iowa 506511143
(42.31461312300047, -92.19815651299967)"
2013,2009,6536,Union,93,100,93.00,90.01 - 95.00%,"200 Adams St
La Porte City, Iowa 506511143
(42.31461312300047, -92.19815651299967)"
2014,2010,6536,Union,92,96,95.83,95.01 - 100.00%,"200 Adams St
La Porte City, Iowa 506511143
(42.31461312300007, -92.19815651299996)"
2009,2005,6579,Urbandale,289,302,95.70,95.01 - 100.00%,"11152 Aurora Avenue
Urbandale, Iowa 503227903
(41.63783956600048, -93.77152692999965)"
2010,2006,6579,Urbandale,298,305,97.70,95.01 - 100.00%,"11152 Aurora Avenue
Urbandale, Iowa 503227903
(41.63783956600048, -93.77152692999965)"
2011,2007,6579,Urbandale,280,289,96.89,95.01 - 100.00%,"11152 Aurora Avenue
Urbandale, Iowa 503227903
(41.63783956600048, -93.77152692999965)"
2012,2008,6579,Urbandale,256,267,95.88,95.01 - 100.00%,"11152 Aurora Avenue
Urbandale, Iowa 503227903
(41.63783956600048, -93.77152692999965)"
2013,2009,6579,Urbandale,261,280,93.21,90.01 - 95.00%,"11152 Aurora Avenue
Urbandale, Iowa 503227903
(41.63783956600048, -93.77152692999965)"
2014,2010,6579,Urbandale,263,269,97.77,95.01 - 100.00%,"11152 Aurora Avenue
Urbandale, Iowa 503227903
(41.637839565000036, -93.77152692999994)"
2009,2005,6591,Valley,40,42,95.24,95.01 - 100.00%,"23493 Canoe Rd
Elgin, Iowa 521419634
(42.97121556400049, -91.65173756299964)"
2010,2006,6591,Valley,44,47,93.62,90.01 - 95.00%,"23493 Canoe Rd
Elgin, Iowa 521419634
(42.97121556400049, -91.65173756299964)"
2011,2007,6591,Valley,40,41,97.56,95.01 - 100.00%,"23493 Canoe Rd
Elgin, Iowa 521419634
(42.97121556400049, -91.65173756299964)"
2012,2008,6591,Valley,34,35,97.14,95.01 - 100.00%,"23493 Canoe Rd
Elgin, Iowa 521419634
(42.97121556400049, -91.65173756299964)"
2013,2009,6591,Valley,43,46,93.48,90.01 - 95.00%,"23493 Canoe Rd
Elgin, Iowa 521419634
(42.97121556400049, -91.65173756299964)"
2009,2005,6592,Van Buren,44,55,80.00,75.01 - 80.00%,"405 4th Street
Keosauqua, Iowa 52565
(40.73052291500045, -91.96679215299969)"
2010,2006,6592,Van Buren,58,59,98.31,95.01 - 100.00%,"405 4th Street
Keosauqua, Iowa 52565
(40.73052291500045, -91.96679215299969)"
2011,2007,6592,Van Buren,51,53,96.23,95.01 - 100.00%,"405 4th Street
Keosauqua, Iowa 52565
(40.73052291500045, -91.96679215299969)"
2012,2008,6592,Van Buren,53,62,85.48,85.01 - 90.00%,"405 4th Street
Keosauqua, Iowa 52565
(40.73052291500045, -91.96679215299969)"
2013,2009,6592,Van Buren,33,38,86.84,85.01 - 90.00%,"405 4th Street
Keosauqua, Iowa 52565
(40.73052291500045, -91.96679215299969)"
2014,2010,6592,Van Buren,48,53,90.57,90.01 - 95.00%,"405 4th Street
Keosauqua, Iowa 52565
(40.73052291600004, -91.96679215199998)"
2009,2005,6615,Van Meter,33,37,89.19,85.01 - 90.00%,"520 1st Ave
Van Meter, Iowa 50261
(41.52925844300046, -93.95300573099968)"
2010,2006,6615,Van Meter,52,52,100.00,95.01 - 100.00%,"520 1st Ave
Van Meter, Iowa 50261
(41.52925844300046, -93.95300573099968)"
2011,2007,6615,Van Meter,56,57,98.25,95.01 - 100.00%,"520 1st Ave
Van Meter, Iowa 50261
(41.52925844300046, -93.95300573099968)"
2012,2008,6615,Van Meter,44,46,95.65,95.01 - 100.00%,"520 1st Ave
Van Meter, Iowa 50261
(41.52925844300046, -93.95300573099968)"
2013,2009,6615,Van Meter,40,41,97.56,95.01 - 100.00%,"520 1st Ave
Van Meter, Iowa 50261
(41.52925844300046, -93.95300573099968)"
2014,2010,6615,Van Meter,51,51,100.00,95.01 - 100.00%,"520 1st Ave
Van Meter, Iowa 50261
(41.52925844200007, -93.95300573099996)"
2009,2005,6633,Ventura,27,28,96.43,95.01 - 100.00%,"110 S. Main Street
Ventura, Iowa 504820018
(43.12835915000045, -93.47773781399968)"
2010,2006,6633,Ventura,27,28,96.43,95.01 - 100.00%,"110 S. Main Street
Ventura, Iowa 504820018
(43.12835915000045, -93.47773781399968)"
2011,2007,6633,Ventura,36,36,100.00,95.01 - 100.00%,"110 S. Main Street
Ventura, Iowa 504820018
(43.12835915000045, -93.47773781399968)"
2012,2008,6633,Ventura,14,14,100.00,95.01 - 100.00%,"110 S. Main Street
Ventura, Iowa 504820018
(43.12835915000045, -93.47773781399968)"
2009,2005,6651,Villisca,31,35,88.57,85.01 - 90.00%,"406 East Third Street
Villisca, Iowa 50864
(40.92958893000048, -94.97570466199966)"
2010,2006,6651,Villisca,22,24,91.67,90.01 - 95.00%,"406 East Third Street
Villisca, Iowa 50864
(40.92958893000048, -94.97570466199966)"
2011,2007,6651,Villisca,31,32,96.88,95.01 - 100.00%,"406 East Third Street
Villisca, Iowa 50864
(40.92958893000048, -94.97570466199966)"
2012,2008,6651,Villisca,22,25,88.00,85.01 - 90.00%,"406 East Third Street
Villisca, Iowa 50864
(40.92958893000048, -94.97570466199966)"
2013,2009,6651,Villisca,26,29,89.66,85.01 - 90.00%,"406 East Third Street
Villisca, Iowa 50864
(40.92958893000048, -94.97570466199966)"
2009,2005,6660,Vinton-Shellsburg,110,152,72.37,70.01 - 75.00%,"1502 C Avenue
Vinton, Iowa 52349
(42.15735939400048, -92.02790926899968)"
2010,2006,6660,Vinton-Shellsburg,115,142,80.99,80.01 - 85.00%,"1502 C Avenue
Vinton, Iowa 52349
(42.15735939400048, -92.02790926899968)"
2011,2007,6660,Vinton-Shellsburg,110,140,78.57,75.01 - 80.00%,"1502 C Avenue
Vinton, Iowa 52349
(42.15735939400048, -92.02790926899968)"
2012,2008,6660,Vinton-Shellsburg,109,129,84.50,80.01 - 85.00%,"1502 C Avenue
Vinton, Iowa 52349
(42.15735939400048, -92.02790926899968)"
2013,2009,6660,Vinton-Shellsburg,109,123,88.62,85.01 - 90.00%,"1502 C Avenue
Vinton, Iowa 52349
(42.15735939400048, -92.02790926899968)"
2014,2010,6660,Vinton-Shellsburg,91,103,88.35,85.01 - 90.00%,"1502 C Avenue
Vinton, Iowa 52349
(42.15733933000007, -92.03396326799998)"
2009,2005,6700,Waco,36,41,87.80,85.01 - 90.00%,"706 N. Pearl
Wayland, Iowa 52654
(41.1531324820005, -91.65864337499966)"
2010,2006,6700,Waco,40,44,90.91,90.01 - 95.00%,"706 N. Pearl
Wayland, Iowa 52654
(41.1531324820005, -91.65864337499966)"
2011,2007,6700,Waco,29,34,85.29,85.01 - 90.00%,"706 N. Pearl
Wayland, Iowa 52654
(41.1531324820005, -91.65864337499966)"
2012,2008,6700,Waco,29,29,100.00,95.01 - 100.00%,"706 N. Pearl
Wayland, Iowa 52654
(41.1531324820005, -91.65864337499966)"
2013,2009,6700,Waco,31,36,86.11,85.01 - 90.00%,"706 N. Pearl
Wayland, Iowa 52654
(41.1531324820005, -91.65864337499966)"
2014,2010,6700,Waco,28,31,90.32,90.01 - 95.00%,"706 N. Pearl
Wayland, Iowa 52654
(41.153132482000046, -91.65864337599999)"
2009,2005,6741,Wall Lake View Auburn,71,79,89.87,85.01 - 90.00%,"801 Jackson
Lake View, Iowa 51450
(42.30957709900048, -95.0553882269997)"
2010,2006,6741,Wall Lake View Auburn,71,73,97.26,95.01 - 100.00%,"801 Jackson
Lake View, Iowa 51450
(42.30957709900048, -95.0553882269997)"
