reviews,search_term,title,location,summary
,Data Analyst,Risk/Compliance Analyst,,"
Taos is immediately hiring a Risk/Compliance Analyst for a cutting edge tech company in the Bay Area! THIS IS NOT A REMOTE OPPORTUNITY / NO THIRD PARTY VENDORS...."
3 reviews,Data Analyst,Data Analyst,,"
Standardize data naming, data definitions and modeling. Demonstrated experience with data models and data mapping...."
264 reviews,Data Analyst,"Analyst, Visa Performance Solutions Job",,"
Analyst, Visa Performance Solutions. Responsible for completing detailed analysis on client data and identifying preliminary trends and themes in the data...."
,Data Analyst,ECO/ECN Change Analyst,,"
At Fitbit, our mission is to help people lead healthier, more active lives by empowering them with data, inspiration and guidance to reach their goals...."
119 reviews,Data Analyst,Data Quality Analyst,"Novato, CA",The Data Analyst will support the Director of Data Analytics leading and performing complex data analytics that will drive improved business performance....
,Data Analyst,Customer Business Analyst,"Redwood City, CA",Customer Business Analyst. Experience or knowledge of NPD data is a plus. Demonstrated ability to integrate and synthesize information from multiple data...
55 reviews,Data Analyst,Web Analyst,"San Francisco, CA",Web Analyst Location:. Work with survey management team to implement surveys Report and analyze survey data Build dashboards in Tableau or Excel to easily...
,Data Analyst,Principal Data Scientist - CyberSecurity - SF,"San Francisco, CA","Data Science, Python, R, multi-dimensional data sets, Statistical modeling, Machine Learning:. Experience with multi-dimensional data sets...."
,Data Analyst,IT R&D Lab Analyst,"Sunnyvale, CA","Strong knowledge of information systems & workflows for lab assay data & knowledge management, data query & analysis, lab automation & LIMS, sample management,..."
,Data Analyst,"Analyst, Origination & Structuring",,"
Conduct primary and secondary research on energy policies, power economics, competitive market pricing and other data by market...."
,Data Analyst,Growth Marketing Analyst,,"
As a GearLaunch Growth Marketing Analyst, you will have the exciting opportunity to create unique merchandise and drive sales using cutting edge marketing..."
,Data Analyst,Data Analyst-Merchandising/Consumer Brand,,"
4+ years of data analytics experience, retail industry preferred. The ideal candidate has prior consumer brand market share analysis experience, familiarity..."
53 reviews,Data Analyst,"Senior Data Analyst, Product",,"
ETL and data pipeline development experience. The ability to retrieve data using SQL, HiveQL, Python or other scripting languages...."
,Data Analyst,Principal Modeling Analyst / Data Scientist,,"
4+ years experience in model development, predictive analytics or data science. True passion for leading, inspiring, and mentoring data scientists of all levels..."
,Data Analyst,Financial Analyst,,"
CPA license -Previous experience running reports, data extraction, querying and other information gathering. BA/BS in Information Systems, Accounting, Finance,..."
7 reviews,Data Analyst,Variable Data Print Programmer,,"
The purpose of the Data Analyst role is to provide a range of data skills to support the development and growth of the HH Data Department, to carry out day-to..."
,Data Analyst,Supply chain analyst- entry level,,"
Supply chain analyst:. Data extraction and manipulation to evaluate programs. Seeking a Supply Chain Analyst for an immediate project...."
"1,222 reviews",Data Analyst,Configuration Management Database / Reporting Analyst Job,,"
Configuration Management Database / Reporting Analyst (Job Number:. Minimum 2 years’ experience performing business and statistical analysis on variety of data..."
65 reviews,Data Analyst,Research Data Programmer/Analyst,,"
Managing and servicing UCSF customer requests for DPH derived data (both reports and data extracts) from the Data Repository (IDR)...."
"4,180 reviews",Data Analyst,"Analyst, HR Reporting and Analytics","Dublin, CA",Perform complex data manipulation and aggregation of data from multiple HR data sources. HR Data Analytics. Develop simple to complex HR reports using data from...
,Data Analyst,Manager - Data Analytics and IT Audit,"San Francisco Bay Area, CA",You will be a bridge between the Audit Team and the more specialized Data Analysts. You will leverage your dual background in Audit and Data Analytics to liaise...
31 reviews,Data Analyst,Segmentation Analyst - Marketing Analytics,,"
Keep a constant eye out for potential improvements in analytics processes, data quality and data sources/tools...."
,Data Analyst,Data Scientist Engineering - All Levels,,"
Hands on model building, application, instrumentation, data science engineering position. Apply domain expertise to find latent features within our data sets...."
24 reviews,Data Analyst,Healthcare Analytic Intern,,"
Analyze historical healthcare utilization and cost data to improve the profitability of a product. Graduate level student in public health, business..."
124 reviews,Data Analyst,Technology Sourcing Analyst,,"
Data and Analytics:. Contract negotiations, performing market analysis, provide spend data insights and recommendations, and develop business case for new..."
4 reviews,Data Analyst,Data Scientist - Statistician,,"
Passion for Data / Mathematics / Statistics. We’re a tight-knit, super-ambitious team in San Francisco looking for a Data Scientist - Statistician that can help..."
,Data Analyst,Business data analyst,,"
Minimum 5 years of experience as a BSA/data analyst. Experience with source-to-target mapping, working with data models and extensive data analysis using SQL...."
247 reviews,Data Analyst,"Business Analyst, Advisory Board & Speaker Bureau Services",,"
The Business Analyst serves as the department’s program manager for the Event Data Management solution. The ABS/SBS Business Analyst will be expected to:...."
,Data Analyst,Credit Analyst,,"
Tasks would include various administrative and analyst functions including but not limited to data entry, review of personal financials, following up on..."
5 reviews,Data Analyst,Trading Quality Control Analyst,,"
Experience with standard market data platforms (Bloomberg, Thomson, etc.). The Trading Quality Control Analyst is responsible for daily audit, review, and..."
,Data Analyst,Client Services Analyst,,"
You must also have the ability to use data to support assumptions, create compelling “stories” and drive business conversations...."
,Data Analyst,Outcome-Driven Innovation Market Research Analyst,"San Francisco, CA",The ODI Research Analyst is an important role on our client project teams; Strategyn is seeking an experienced Research Analyst to conduct our outcome-based...
,Data Analyst,Clinical Director - Applied Behavior Analysis,"San Leandro, CA","Board Certified Behavior Analyst:. \*Applicants must have knowledge of Natural Environment and Discrete Trial teaching, direct observation data collection..."
11 reviews,Data Analyst,Data Scientist,"Santa Clara, CA",Writing or modifying data pipelines to process and mine historical Surveyor data. Experience dealing with large amounts of unstructured data (experience with...
127 reviews,Data Analyst,Data Scientist,"San Francisco, CA",As a Data Scientist at Indeed your role is to follow the data. Can fish for data:. How A Data Scientist Works. Can do small data modeling work:....
,Data Analyst,Data Analyst / Data Mapper with Excel,"San Rafael, CA","Extract data from SQL, load data using PL/SQL *. Experience with Enterprise Data *. Data Mapper/Analyst - Advanced Excel Duration:...."
"3,509 reviews",Data Analyst,Financial Analyst,,"
Prepares more complex financial trend and data analysis reports. May be accountable for the coordination, compilation and distribution of financial data...."
23 reviews,Data Analyst,Business Analyst (rev 041816),,"
Identify opportunities to enhance data acquisition, processing and delivery processes. Manage data acquisition, quality assurance and analytic delivery for..."
,Data Analyst,Business Systems Analyst,,"
Data and data management requirements for SAC’s data processes and systems. 3+ years requirements development experience directly related to software..."
4 reviews,Data Analyst,Data Analyst (Banking),,"
Understanding of relational database and data integration tools. Provides analysis and input on data compiled, as appropriate...."
,Data Analyst,Customer Support - Business Process Analyst,,"
Customer Support - Business Process Analyst. Our Process Analysts measure the quality of customer service through case audits...."
,Data Analyst,Firmware Data Scientist,,"
Passion for data and data mining. Mine field data generated by Fitbit devices. Design, develop and build scripts to automate data processing...."
,Data Analyst,Medical Analyst,,"
We are looking for a medical data analyst who is strong in science, clinical terms, and data analysis. Clinical Data coordinator:...."
"3,509 reviews",Data Analyst,Contract Operations Analyst,,"
Conducts data and systems analyses to support the business functions of Community Medical Services. Serves as Division-wide resource for issues and questions..."
17 reviews,Data Analyst,Data Protection Engineer,,"
Significant hands on experience as a primary engineer implementing, supporting and optimizing an enterprise-wide distributed CommVault version 10+..."
,Data Analyst,Data Scientist,,"
SigFig is searching for a curious, driven, and skillful data scientist to drive change and fuel the performance of the company. What you'll be doing:...."
13 reviews,Data Analyst,"VP, Decision Science","San Francisco, CA","Combine disparate data sets (customer database, marketing behavior, macro-economic data, etc.). Decision Sciences is charged with bringing actionable and..."
4 reviews,Data Analyst,Conflicts Analyst,"San Francisco, CA",Searches and analyzing results for data to be included. Large law firm in San Francisco is looking for a stellar conflicts analyst....
96 reviews,Data Analyst,"Business Analyst Job in San Francisco, CA","San Francisco, CA","Business Analyst Experience (7+ years). The Business Analyst is responsible for conducting customer needs analysis, developing detail product and internet..."
31 reviews,Data Analyst,Segmentation Analyst - Marketing Analytics,"San Francisco, CA","Keep a constant eye out for potential improvements in analytics processes, data quality and data sources/tools...."
44 reviews,Data Analyst,Quantitative Analyst,"San Francisco, CA",Experience with Big Data tools such as Hive/Presto. 3-5 years of experience working with data and performing analysis....
,Data Analyst,Analytics Engineer,,"
Collaborate with analyst team and software architect to manage and synchronize data systems. Strong interest and experience in analyzing data;..."
12 reviews,Data Analyst,Provider Enrollment Analyst,,"
The Analyst role is an exciting opportunity on an evolving team with new challenges arising daily with a high level of data integrity...."
,Data Analyst,Data Scientist,,"
An in-depth understanding of algorithms, data structures, machine learning, numerical methods, probability theory, information retrieval based approaches,..."
213 reviews,Data Analyst,(Retail)CRM Analyst,,"
3 to 5 years prior experience producing data driven insights that drive results, retail experience a strong plus...."
12 reviews,Data Analyst,Payer Contract Analyst,,"
Data and Project Management (20%). Provides accurate contract data to billing agents. Performs complex or high level data analysis, as assigned...."
61 reviews,Data Analyst,"Business Intelligence Analyst, IT",,"
In data warehousing (OBIEE preferred) and can design and build data. Modeling and data integration strategy...."
54 reviews,Data Analyst,Benefits Analyst,,"
Interprets census data and evaluates it for accuracy. We are seeking a talented Benefits Analyst to join the Employee Benefits team in our San Ramon office...."
,Data Analyst,"Business Intelligence Analyst, IT",,"
In data warehousing (OBIEE preferred) and can design and build data. Modeling and data integration strategy...."
,Data Analyst,Business Analyst,,"
Enterprise Data Warehouse or Master Data Management Project Experience. The end goal is to remediate replica data and find one single way to identify a customer..."
4 reviews,Data Analyst,Billing Analyst - Part Time,,"
Scrub raw data by converting currencies to USD and performing pivots and v-lookups to create master spreadsheet...."
39 reviews,Data Analyst,Logistics Analyst,"Hayward, CA","Gathers data and conducts analysis with the goal of improving the organization's supply chain operations. Plays a crucial role in the negotiation, evaluation,..."
,Data Analyst,IT Data and Reporting Analyst,"San Francisco, CA","The Data and Reporting Analyst will design, develop programs and provide complex queries, reports and data extracts in a Microsoft centric environment to meet..."
10 reviews,Data Analyst,"Analyst, Site Merchandising","San Bruno, CA","Working with cross-functional teams such as product management and other analysts, you will provide actionable insights through large data analytics, rigorous A..."
,Data Analyst,Financial Planner and Analyst,"Emeryville, CA","Ripple is looking for a Financial Planner and Analyst to help guide our commercialization efforts. We believe strongly in data-driven decision-making, and you..."
307 reviews,Data Analyst,"Data Warehouse Analyst, 2","Mountain View, CA",Experience • Relevant work experience as typically acquired in 3 to 5 years. Strong working knowledge of data modeling tools....
,Data Analyst,User Acquisition Analyst / Media Buyer,,"
Proactively assess and adjust media investment levels using historical data and performance trends against business goals...."
710 reviews,Data Analyst,Sr. Business Intelligence Analyst,,"
Manipulating, summarizing, and analyzing data. Business Intelligence Analyst will work with a team of talented analysts in Human Resources Information..."
,Data Analyst,Buildings Data Analyst – Buildings IoT,,"
Controlco is seeking a full-time data analyst to focus on data collected from building systems. Experience in data extraction, data cleansing, data profiling..."
264 reviews,Data Analyst,Project Analyst Job,,"
Provide backup support to the Financial and reporting Analyst as needed. Excellent attention to detail, strong organizational and time management capabilities...."
129 reviews,Data Analyst,Pricing Analyst,,"
We are looking for a Pricing Analyst. Collect market and competitive data to improve pricing and packaging strategies...."
,Data Analyst,Data Analyst,,"
We are seeking a Data Analyst to join our team and be key contributor and play a major key role on our team...."
5 reviews,Data Analyst,Data Analyst,,"
Manage LDRPS and NotiFind data imports and exports (Employee, Information Technology, Location data) and ensure data quality from source data is maintained...."
,Data Analyst,Data Analyst,,"
Work with different teams to understand where the Global Marketing preferences data is stored - Data Examination, analysis, Proposal writing - Data design &..."
,Data Analyst,Senior Marketing Data Analyst,,"
Build data modeling or predictive analytics to improve operations, uncovering anomalies and perform research of other forms of key operational data to enable..."
,Data Analyst,"Risk Data Scientist, San Francisco",,"
Risk Data Scientist. Lead the company in best practices for data and analytics. We are looking for talented data scientists to join our team...."
406 reviews,Data Analyst,DATA ANALYST JOB IN SAN FRANCISCO,"San Francisco, CA","Data Analyst Job in San Francisco, CA. A leading startup company is hiring a full-time Data Analyst in San Francisco, California...."
3 reviews,Data Analyst,Financial Analyst-Senior,"San Francisco, CA","Healthcare Senior Financial Analyst. Lead conversion of legacy data into new ERP, including cleansing of legacy data...."
"7,700 reviews",Data Analyst,ERP BI Report Developer - 105435,"San Carlos, CA","ERP BI Analyst. Requires excellent communication skills, strong working knowledge of report writing tools, data, and application administration ideally...."
"12,807 reviews",Data Analyst,Database Analyst 5 Business Direct,"San Francisco, CA","Database Analyst 5 - Business Direct. As part of the data team, the analyst will be interacting with both business and technical partners to determine..."
23 reviews,Data Analyst,Senior Reimbursement Analyst,"Oakland, CA",Ability to analyze data and problem solve. Analyzes and models financial and statistical data used in third party reimbursement....
616 reviews,Data Analyst,"Sr Analyst, Data and Information Mgmt (San Francisco, Los An...",,"
Senior Analyst, Global Data & Information Management.  Experience with data architecture, data integration/ETL, data warehousing, and/or business intelligence..."
3 reviews,Data Analyst,Educational Data Analyst,,"
Under the direction of the Manager, Learning Analytics & Program Evaluation, perform a variety of professional activities involved in the research, collection,..."
,Data Analyst,"BI Analyst San Francisco, CA",,"
S a Business Intelligence Analyst, you'll work with Visa Digital product managers, software engineers, and other partners to meet their data and reporting needs..."
16 reviews,Data Analyst,Data Analyst,,"
Data Analyst within the Report and Analysis team. The analyst should have solid skills and experience in SAS and possibly Tableau...."
8 reviews,Data Analyst,Product Analyst,,"
As a Product Experience Analyst, you will be in charge of promoting a data driven culture across BOLD through the hypothesize > build > measure > learn product..."
15 reviews,Data Analyst,Leadership Development Analyst,,"
Leadership Development Analyst. Division Leadership Development Analyst. The Leadership Development Analyst will serve as the lead or key contributor to..."
97 reviews,Data Analyst,Data Scientist,,"
Endless ideas about how to leverage Yelp's unique data set. You will help us use that data to connect our users with great local businesses...."
4 reviews,Data Analyst,Business System Analyst,,"
Compile data, analyze information, and prepare reports. The Health Plan of San Mateo (HPSM), a managed care health plan, seeks two (2) full time Business System..."
,Data Analyst,Treasury Analyst (Reporting),,"
Core-Mark, a Fortune 400 company that’s pioneering the delivery of fresh food and growing opportunities for you. JOB DESCRIPTION Position Title: Treasury"
2 reviews,Data Analyst,Business Operations Analyst,,"
Proven achievements resulting from data analysis. Collect and analyze data across our billions of ad impressions to uncover new opportunities for better..."
,Data Analyst,"Project Analyst, Energy Team","Oakland, CA","The ideal candidate will be a talented writer who can translate numbers into stories, or a strong data analyst who can write better each time...."
39 reviews,Data Analyst,"Credit Risk Analyst, Associate/AVP","San Francisco, CA","Strong data process skills. Assist and direct junior analyst when necessary. Day-to-day management and execution of risk related projects, including ad-hoc data..."
400 reviews,Data Analyst,Financial Analyst,"Oakland, CA",Expert problem-solving abilities and ability to analyze quantitative and qualitative data. Attention to detail;...
96 reviews,Data Analyst,"FULLTIME Eloqua Email Campaign Data Analyst (74440) job Oakland, CA","Oakland, CA","Top 3 - 5 required skills:. We are looking for a data analyst, someone who had previous experience creating reports and doing detailed analysis for complex..."
"6,038 reviews",Data Analyst,Entry Level Data and Operations Analyst,"Menlo Park, CA","Influencing business teams with data driven recommendations and. Plus-Ability to take raw data, and produce actionable insights...."
,Data Analyst,Data Specialist: Biopharma Research and Business Development,"Redwood City, CA","The responsibilities include data collection, writing brief news items, data entry and data curation. Data Specialists collect, categorize, input, and edit..."
,Data Analyst,Sr. Data Analyst,,"
Proficient with PostgreSQL, Excel, R, Tableau, or equivalent data analysis and data visualization tools. The Data Analyst is responsible for compiling raw game..."
65 reviews,Data Analyst,Administrative Analyst I,,"
S/he will manage committees and programs led by DHM functional directors that will require project coordination, data compilation, and data analysis...."
,Data Analyst,Data Analyst,,"
Validate and model data from internal and external sources in support of Strategic Business Analysts and study teams...."
989 reviews,Data Analyst,Total Rewards Analyst,,"
Key Accountability Provide compensation and benefits analytical support – ensure data integrity, set up and conduct analyses, and present results in various..."
,Data Analyst,Data Scientist,,"
Relevant experience using data science to drive business growth and operational efficiency is not required but highly valued...."
8 reviews,Data Analyst,GIS Technician (Open and Promotional),,"
At the III level, create digital data layers using various data forms including digital data imports, paper maps and legal descriptions;..."
,Data Analyst,Brand Analyst,,"
Displays a high level of strategic problem solving, lateral thinking, and data sourcing. Landor San Francisco is currently seeking a Brand Analyst to join our..."
124 reviews,Data Analyst,Sr. Analyst - Sales Strategy and Operations,,"
Analyst - Sales Strategy and Operations. Analyze and interpret data and facts in order to develop strategies that optimize cadence across geographies...."
65 reviews,Data Analyst,Public Health Analyst,,"
Furthermore, the Analyst will work closely with the Division’s bio-statisticians and data managers on data analyses for current research projects and must be..."
3 reviews,Data Analyst,Data Scientist,,"
Experience working with event-based product usage data in some capacity. We think of Emmett, the CEO, as Twitch’s original data scientist...."
"6,496 reviews",Data Analyst,Windows System Administrator/Engineer,"Menlo Park, CA","Data recovery, backup and disaster planning. Think of it as a system administrator, network administrator, desktop support technician and system analyst all..."
54 reviews,Data Analyst,Epic Ambulatory Analyst - Community Connect,"Walnut Creek, CA",Works on problems of moderate scope where analysis of situations or data requires a review of a variety of factors. Purpose of Role....
,Data Analyst,Data and Policy Analyst - Statistical Programmer,"Burlingame, CA","Data and Policy Analysts perform a wide array of functions as part of the research process. At Acumen, LLC / The SPHERE Institute, Data and Policy Analysts..."
645 reviews,Data Analyst,Decision Support Director - UC Health (0633),"Oakland, CA",This position maps to the job title of Institutional Research Analyst 5; This position involves activities associated with supporting strategic planning and...
"12,807 reviews",Data Analyst,Application Systems Engineer 6 Financial Systems Technology Lead,"San Francisco, CA",Data modeling experience. 5+ years of data warehouse experience. Support Business Analysts in development activities including scenario development and testing....
23 reviews,Data Analyst,Data Scientist - Exchange,,"
As a Twitter Data Scientist specializing in modeling, you will be designing, building, and shipping complex statistical models that learn from MoPub’s data...."
16 reviews,Data Analyst,Data Scientist,,"
Analyze next-generation sequencing data ranging from single research experiments to commercial data sets of hundreds of thousands of samples...."
,Data Analyst,"Data Scientist, Expert– GRID",,"
Experience is collecting data from various data sources with different data platforms. Analyze customer usage, revenue and other related data...."
2 reviews,Data Analyst,Data Engineer,,"
We’re seeking an exceptional Data Engineer to work on data products at the core of our company's business. As a Data Engineer you will:...."
10 reviews,Data Analyst,Staff Data Scientist,,"
Staff Data Scientists are responsible for building large data sets from multiple sources in order to build algorithms for predicting future data characteristics..."
,Data Analyst,Junior Cost Analyst,,"
PREMIER has an immediate opportunity for a Junior Cost Analyst. Candidate shall collect and analyze data and organize it in a standard work breakdown structure...."
,Data Analyst,Analyst,,"
Diligently track data and maintain referral database with real time information. The analyst position is challenging, but the work environment is collaborative,..."
,Data Analyst,Marketing Analyst,,"
Extensive experience querying large, complex data sets. To automate data processing and create web dashboards a plus...."
66 reviews,Data Analyst,MAR Compliance Analyst - Finance,,"
Specifically with respect to financial data and transactions; Completion of 16 semester hours of professional accounting courses given by a collegiate-grade..."
,Data Analyst,Full-Stack Data Scientist,,"
We are looking for a data scientist/developer to fill a cross-functional role on our small team. We expect you to be able to work and experiment with large data..."
,Data Analyst,Data Scientist,"Mountain View, CA","A Data Scientist will. Familiar with data structures, parallelism and concurrency. At TOTVS Labs we are building a platform that combines data with AI...."
"3,509 reviews",Data Analyst,Health Data Analyst IV Risk Adjustment,"Oakland, CA","Trains and coaches less-experienced healthcare data analysts on data retrieval techniques, programming practices, and statistical analysis and data..."
11 reviews,Data Analyst,Quality Assurance Analyst,"Oakland, CA",Quality Assurance Analyst. Responsible for data entry into the internal data collection systems and county billing systems....
310 reviews,Data Analyst,Data Scientist (Epidemiology & Health Economics Focus),"Pleasanton, CA","Develops analysis specifications in partnership with Data Analysts. Good understanding of research and commercial real-world data sources, national and regional..."
129 reviews,Data Analyst,Senior Data Scientist,,"
Data-driven and data savvy. Familiar with various data mining techniques:. The MICA group is looking for an outstanding senior data scientist who is interested..."
430 reviews,Data Analyst,Data Analytics Analyst II,,"
Required license(s) or certification(s) ACL Certified Data Analyst (ACDA). Experience in building relational data structures, including relationships between..."
,Data Analyst,Software Engineer Intern,,"
And processing terabytes of data to extract insights using data mining, statistics, and machine learning techniques...."
,Data Analyst,Data Scientist (Healthcare),,"
3+ years of Data Science/Predictive Analytics experience. This person should have good experience as a Data Scientist in the Health care Industry and working..."
,Data Analyst,image/ video quality analyst,,"
The work will entail capturing data in a variety of environments and compiling test reports. BS/BA in Engineering or equivalent related experience Working..."
883 reviews,Data Analyst,Principal Sales Operations Analyst - CRM & Sales Process,,"
Oracle Data Cloud (ODC) Global Business Unit. Ability to collect, organize, and display data in spreadsheet format...."
,Data Analyst,Signal Processing & Data Analyst,,"
Familiar with data analysis and characterization of physical systems. Detail oriented with strong documentation skills...."
,Data Analyst,Procurement Analyst,,"
Serve as primary expense analyst for the business. This position requires the use of independent judgment, initiative and the ability to analyze data and..."
191 reviews,Data Analyst,Business Process Analyst,,"
Business Process Analyst. Monitor data and processes for continual process improvement. Analyze existing data and processes to identify opportunities for cost..."
,Data Analyst,Digital Analyst,,"
Conduct digital analysis to measure site performance • Provide data to determine and measure marketing effectiveness • Summarize analysis and communicate..."
,Data Analyst,"Senior Analyst, Web Optimization","Oakland, CA","The Senior Analyst will be an expert in web traffic and revenue metrics, specifically with respect to forecasting and reporting on the aforementioned data..."
23 reviews,Data Analyst,Senior Contract Analyst,"Oakland, CA","Analyst also manages contracting responsibilities as assigned. Extracts, analyzes and interprets data, converting it into information that can be used by..."
7 reviews,Data Analyst,Collateral Operations Analyst (Contract),"San Francisco, CA",Provide on-going support for member’s data files and maintenance of data maps. Support changes to the Bank’s member data requirements....
,Data Analyst,Valuation Manager,"San Francisco, CA","Strong analytic and data skills, including data analysis (i.e., Regression, tests of statistical-significance) and ability to clearly present data (i.e.,..."
,Data Analyst,Data Analyst,"South San Francisco, CA",Validate and model data from internal and external sources in support of Strategic Business Analysts and study teams....
,Data Analyst,Data Analyst,,"
Excellent quantitative skills, with demonstrated proficiency in data analysis (SAP/MS Access), modeling (MS Excel), and presenting (MS PowerPoint) and Knowledge..."
,Data Analyst,Economy Analyst,,"
Business Intelligence – Economy Analyst. Present data insights to the management team on a daily basis. The Economy Analyst will work closely with the Product..."
,Data Analyst,Data Quality Specialist,,"
The Data Quality Specialist believes in the power of data; Collaborate with analysts and consultants in analyzing the data, helping them understand the nuances..."
,Data Analyst,Operations Analyst - Warehouse and Fulfillment,,"
Obsessive about data quality. Experience using data to answer questions and solve problems; Ability to identify meaningful themes in quantitative and..."
10 reviews,Data Analyst,"Analyst, Site Merchandising",,"
Working with cross-functional teams such as product management and other analysts, you will provide actionable insights through large data analytics, rigorous A..."
,Data Analyst,Senior Data Science Analyst,,"
Senior Data Science Analyst. All major decisions at TuneIn depend on data. You live and breathe data to answer questions and optimize solutions...."
10 reviews,Data Analyst,Operations Reporting Analyst,,"
Exceptional data management and quantitative analysis skills. Knowledge of combining data from disparate sources for unified analysis...."
124 reviews,Data Analyst,Global Equity Plan Services Analyst,,"
Global Equity Plan Services Analyst. We are seeking to hire a Global Equity Plan Services (GEPS) analyst. Collection and processing of grant data for new hires..."
,Data Analyst,Data Scientist / Machine Learning / NLP full time in SF,,"
Data Scientist / Machine Learning / NLP full time position in San Francisco. Experience with large-scale algorithms and familiarity with big data computing..."
47 reviews,Data Analyst,Contractor - Online Banking Analyst,,"
Bank Secrecy Act, USA PATRIOT Act, etc.), 2) adhering to Bank policies and procedures, 3) completing required training, 4) identifying and reporting potential..."
645 reviews,Data Analyst,Senior UNIX System Administrator (0520),"Oakland, CA","As a member of the CDL Licensed Content Team, positioned within the Collection Development Program, the data analyst will work with team members to support..."
,Data Analyst,Brand Analyst,"San Francisco, CA","Displays a high level of strategic problem solving, lateral thinking, and data sourcing. Landor San Francisco is currently seeking a Brand Analyst to join our..."
,Data Analyst,Behavioral Interventionist -- San Francisco,"San Francisco, CA","Company ipad along with electronic data collection system. Opportunity to learn from Board Certified Behavior Analysts (BCBAs), Master and PhD level Clinical..."
,Data Analyst,Data Analyst,"Menlo Park, CA","Work with different teams to understand where the Global Marketing preferences data is stored - Data Examination, analysis, Proposal writing - Data design &..."
,Data Analyst,Junior Ops Analyst,,"
Collect data and insights in an effort to automate as much as possible without sacrificing quality. Our marketplace team handles the day-to-day operations of..."
989 reviews,Data Analyst,HRIS Analyst,,"
Write and review Unit Testing and User Acceptance Testing (UAT) plans and scripts when necessary Assist and/or manage UAT with end users including coordination..."
,Data Analyst,Senior Data Scientist,,"
Machine Learning techniques, Python, data visualization. Choose the most effective technologies and approaches for a variety of big data and data science..."
,Data Analyst,"Data Analyst, Product Marketing",,"
3-5 Years experiences as a Data Analyst. Customer data research, data entry, and database tagging. Monitor and maintain data quality...."
883 reviews,Data Analyst,QA Analyst 3-ProdDev,,"
Work on defining test data and test automation framework that can be leveraged across test suites. Excellent communication skills, both verbal and written,..."
,Data Analyst,Sr./Principal Data Scientist,,"
You pay attention to detail, take pride in doing things the “right” way and you’re excited to play a big role on a small team...."
,Data Analyst,Business Analyst,,"
5+ years business analyst experience. Able to sift through large, disparate data sources to build cost/benefit cases...."
,Data Analyst,Business Systems Consultant,,"
Business analyst experience (gathering user feedback, working on requirements, providing application support, etc.)...."
"4,202 reviews",Data Analyst,Quality Engineer,,"
Update/Review KT documents created by Test Analyst. Gather requirements from the Business Analyst to understand the project, skill sets required...."
126 reviews,Data Analyst,BlackRock US iShares Institutional Marketing Analyst,,"
BlackRock US iShares Institutional Marketing Analyst. Strong attention to detail. BlackRock is a leader in investment management, risk management and advisory..."
,Data Analyst,Social Advertising Strategist,"San Francisco, CA","1 to 3 years of relevant work experience in social media advertising, paid search marketing or media planning and/or another highly quantitative, analytical,..."
3 reviews,Data Analyst,Senior Healthcare Data Analyst,"Fairfield, CA","Experience validating and auditing data. Member, claims, clinical, and provider data) and operations, coupled with an extensive knowledge of large data set..."
,Data Analyst,Database Analyst,"San Francisco, CA",Our production voice network is spread between 10 strategic locations in 5 different countries. You will also assist in extracting and analysing key data from...
,Data Analyst,Sales Operations Manager,"San Francisco, CA","5+ years of sales operations experience as a manager or senior analyst. Partner with sales leadership, engineering and analytics teams to develop high-impact..."
,Data Analyst,Data Analyst,"Mountain View, CA","Vivo’s client, a global company is seeking a Data Analyst for a contract Role. This ideal candidate will have strong knowledge of data analysis and superior..."
11 reviews,Data Analyst,Dynamics AX Techno Functional Analyst,"Pleasanton, CA","5 - 7 Years of experience with Dynamics AX implementation, upgrade and application support. Develop, customize forms in AX, build reports, writing SQL queries..."
,Data Analyst,Financial Analyst,,"
Demonstrate leadership skills by leading data analysis used in project resolution. Develop and maintain commercial reporting, especially in the areas of..."
,Data Analyst,Senior Business Analyst,,"
Senior Business Analyst. Analyze data from online marketing campaigns:. Develop data analysis and status reports as required to meet management requirements...."
9 reviews,Data Analyst,Senior Data Scientist,,"
Work with product managers to formulate the data analytics problem. Professional experience analyzing large-scale complex data sets, modeling, and productizing..."
"3,509 reviews",Data Analyst,"Business Process Analyst - National Facilities Services, Oak...",,"
Gathers data post-implementation to measure outcomes and impacts. Under the leadership of more senior analysts/consultants, identifies sources for, gathers and..."
102 reviews,Data Analyst,Administrative Project Analyst,,"
Strong skills in analyzing and synthesizing large amounts of data for preparing sound and relevant proposals...."
,Data Analyst,Business Analyst,,"
Analyzes and evaluates data gathered from multiple sources and reconciles differences and applies consistent approaches to data interpretation and performance..."
,Data Analyst,Data Engineer,,"
ROLE Hampton Creek is seeking an experienced Data Engineer to join our data science and engineering team. ATTRIBUTES BS in Computer Science or related field, or..."
,Data Analyst,"Business Systems Analyst - Reimbursement W2 only, no 3rd par...",,"
Analyze/document data requirements (from business needs perspective). Experienced Business Systems Analyst with demonstrated BSA work experience on multiple..."
65 reviews,Data Analyst,Program Analyst,,"
The individual will have direct oversight of the programs research projects, including grant and contract preparation, regulatory affairs, and data management...."
616 reviews,Data Analyst,Research Anslyst,,"
Respond to all internal and external requests for insight, data, and information. Strong analytical skills, problem solving skills, and ability to process and..."
,Data Analyst,Senior Software Engineer - Windows,"Mountain View, CA",Gridstore™ is the leader in Hyper Converged All-Flash Infrastructure for the Microsoft Cloud-Inspired Data Center....
